-2.318571328752335958e+00	1.723595509538702331e+00	7.166377497465722612e+00	4.040994135159158951e+00	4.836539295402359606e+00	3.043303884785725000e+00	-1.362349380889893213e+00	1.849629105153757447e+00	2.258262133020521034e+00	-3.649885177651587043e+00	2.837052352426288948e+00	-1.957029800107806139e+00	6.335479795576575146e-01	1.862423775590095476e-01	9.911958927625620364e-01	-1.153586470919262252e+00	1.189704303348889436e+00	-1.053491319283661243e+00	-4.911675600826533317e-01
-4.536438831929721083e+00	-1.780795986567798916e+00	-4.814137411369531883e+00	-1.359613186425835396e+00	1.509963839054729196e+00	-6.926327129858087517e-01	2.516960687831950594e-01	-1.565925126332401662e+00	-5.387132438706183635e-01	-6.926951648912610393e-01	9.249960568425019680e-01	-4.983310873240344163e-01	-2.343805887043509673e-01	3.697788932637804948e-01	1.115535213428252154e-01	1.431883407137689856e-01	-3.680632867809681130e-01	2.314461971757756087e-01	-4.637546861475159293e-02
5.705992359619596055e-01	9.231862873527039159e-01	-3.088309276999635866e+00	-3.965463827297747379e+00	2.654461386517244836e+00	-3.123430277677650690e-01	2.095298728498752094e+00	-1.471355195374953739e+00	-6.774743647629284382e-01	-7.633791713873180340e-01	7.252598294323372441e-01	1.549948517026925598e-01	-3.807866027651402585e-01	2.043684180185900701e-01	2.398479747220332026e-01	1.706522600572192572e-01	-2.398731152220140994e-01	2.471295874661030845e-02	-1.042461375237055260e-01
5.190802488135155990e+00	-1.813783815865023685e+00	-1.137125597015036682e+00	1.908009855969688306e+00	-1.882539619273203790e+00	-1.164947222771004931e+00	-5.737874240500928646e-01	-1.935436818625875244e-01	-2.026185413082776943e-01	-2.223518387963147602e-01	1.931800138586705629e-01	2.978314346602041127e-02	1.639832680809986259e-02	-1.224279878565497637e-01	-4.768296663706621252e-02	-6.261092992863709350e-02	-1.234392217474548567e-02	7.177230930534364561e-02	1.504213448434500375e-02
7.071232291432608674e-01	2.295416843737914547e+00	4.325096331178054143e+00	7.924852800156568788e-01	1.865513693979464760e+00	-1.581729456110606113e+00	-9.528015086126042643e-01	1.699945596441795326e-01	5.046998570881766621e-02	-2.471152016410300134e-01	-1.678557023554187178e-01	5.763750184698376300e-01	-1.883021636482891392e-01	-1.144625291762035868e-02	1.606937025913316164e-01	3.569145666038534698e-02	-1.098966701472895435e-01	1.355823888195254595e-02	-5.069390927558097698e-02
-3.070723584188898236e+00	2.153892899189258969e+00	-1.354157061404099194e+00	-5.059086077699854744e-01	-4.093263698942530837e+00	-1.787344146641753451e+00	3.502286204162471245e-02	1.099299137580770497e-01	3.101273565434871093e-01	-3.386525385419881795e-01	2.893872271658547990e-01	-9.782434777904647216e-02	1.110971081884428724e-01	-1.891368694522903016e-01	-7.032788164577986889e-02	1.995688604128539184e-02	-1.332045448716260849e-01	2.602887769082677660e-02	1.982742024545678175e-02
-6.079993848564009262e+00	3.333859204107208374e+00	-3.137794170116972925e+00	3.293299196401349604e+00	-2.604397602217334295e+00	-1.437273263626213660e-01	-4.139564594987343860e-01	1.485790304323809097e-01	4.699332874527248349e-01	4.032012431973729383e-01	-6.907747563627900100e-02	-2.249658461018636257e-01	-2.058234908854575385e-02	2.529982334261861587e-01	-5.113957990905917267e-02	3.998867566207810198e-02	-9.209608068871453015e-03	-8.179228462855618609e-02	-2.951885297314400108e-02
4.342477827793810974e+00	-1.560025311109207724e+00	-2.438393290961971882e+00	1.951940158152089877e+00	9.372451163283633813e-01	4.213968011761749510e-01	-3.060816032083470972e+00	-3.493178256791437120e-01	-1.313209233913459340e+00	3.066514362448572451e-01	1.111978597617321096e+00	-3.017809129683808322e-01	-4.641149170405755031e-01	4.470779383319954670e-02	-3.523617548977909797e-01	-1.402456267551574765e-01	2.633856164603149974e-01	1.394632074398635124e-01	2.447341898787397108e-01
-7.484902411815573586e+00	1.196594824049003192e+00	-9.688722422074546037e-01	-6.309544231649073520e-01	3.080028907482910694e-01	-1.151281059886812841e+00	1.428375638901752787e+00	-2.515747336405772458e-02	8.061556068326971580e-01	8.566403594712986846e-01	-2.968886723448849740e-01	-4.784851720737689496e-01	3.724931348501700490e-02	3.576473941889156127e-01	-3.905151929946869965e-02	-4.297247166910688615e-02	2.111710754544951843e-02	1.675028175305826733e-02	-1.146811110505550381e-02
1.020106620430980771e+00	-1.652422049678640814e+00	-3.117525564643924607e+00	9.372391127550555590e-01	1.430055187335430800e+00	1.716974605326379466e+00	-3.321367527653764640e+00	1.280439361153951294e+00	-1.785106114422692958e+00	1.603326664253998501e+00	1.429921686583290441e+00	-1.655320937744856336e+00	-4.877128766445276153e-01	1.113632697376995662e+00	-2.222067040923624559e-01	6.959670348318115485e-01	6.670828612943643064e-03	-3.136184871650635753e-01	9.833406061576974166e-02
