-3.330421940905290867e+00	5.404646707809881434e+00	3.630089726230534275e+00	-4.830794754744949238e-01	1.840878240870099380e-01	-2.849676435266614405e+00	3.574976194114661610e+00	-3.234159996693423356e+00	3.073129934165233834e+00	2.943436805159334035e+00	-1.868808102853191100e+00	1.082467669101912833e+00	6.455338012878013565e-01	-8.966442957601657993e-01	-1.415044027473766564e+00	-1.329875343574270952e+00
-3.606688349975904817e+00	-7.150943624925569786e+00	1.101724328764093652e+00	-5.372254589626196397e-01	-6.585014350948610318e-01	5.223587612539788427e-01	-1.400281939306538215e+00	4.099302143165300255e-02	1.453924377370023224e+00	5.703604489036622205e-01	-9.515908772001558935e-01	2.235763250807102365e-01	5.101098559749202010e-01	-3.649446571740330159e-01	1.836861055441736112e-01	4.868017413197049392e-01
-3.170272189357182580e+00	-5.176212252554703852e+00	5.534837306105048205e-01	4.158401348538223630e+00	-3.471004738264014261e-02	3.033896738168386342e+00	-6.803096355220308311e-01	-2.926209993116029029e-01	1.074669251437283535e+00	4.989842126134037825e-02	-1.535301441949166179e+00	-4.311418063850385174e-01	6.235050899062837271e-01	1.100128240250608375e-01	3.309272091886575643e-04	4.166896712026537664e-01
6.971127618851731711e+00	-3.912565847273345998e-01	1.481905637705639212e+00	4.733865233119611271e-01	-5.860132239472316540e-01	-1.300274519412680574e+00	-1.196302110152822173e+00	3.517573414150529931e-01	7.128898676797991441e-02	1.861197560479862789e-01	-7.624431030823911049e-02	-3.517523642535291262e-01	-1.597530968976614563e-01	-4.912921390494535967e-02	-8.295231907982046626e-02	-7.032903188067801681e-02
-1.286626426169064974e+00	4.153183924925101245e+00	8.133686217393211182e-01	2.687842600182282826e+00	3.768198812323857450e+00	-1.303498861683032528e+00	8.442466814574685063e-01	-5.224009139917750177e-01	-1.186371418340091133e-01	-4.808186250802320982e-01	1.569984233930860756e-02	-6.834833087123466377e-01	1.100701130008927414e-01	1.941484562490707610e-01	1.267195809812373015e-02	2.446098986241156403e-01
-4.041269210670076717e+00	1.285192161850955639e+00	1.052048652286180275e+00	9.449518243528073347e-01	8.113227837249089580e-01	2.214382859643658108e+00	-1.149155672461088296e+00	4.714540387062900184e-02	-8.243353119549351460e-01	1.540526203327966304e+00	7.508847306939577804e-01	2.176602623824895333e-01	3.437738112575798310e-01	-1.853817817058682829e-02	-9.768846372368848729e-02	-1.010239694686661804e-01
-6.380897932958221830e+00	1.315347555450031347e+00	5.212346765083262667e+00	-3.514741280338378626e+00	-6.686106524423894859e-01	3.254545225251416762e-01	-1.294271893507682902e+00	1.255075763167950442e-01	-1.037500584761626543e+00	1.710144385102989328e-02	9.335317595274094105e-01	3.316139509013922848e-01	5.562586695521445357e-01	-5.065334016810186801e-01	2.098724625953396206e-01	-2.539082232936919481e-01
3.831829895638444672e+00	-3.362485255902186498e+00	1.452954784392573861e+00	1.601214000226983680e+00	-1.851054687103560914e+00	-3.952006897998992851e+00	-2.144100975094602457e-02	1.764128578584132523e+00	1.220913725973799685e-01	-1.021905172967294863e-02	-1.655930850895877215e+00	-6.798437450282411240e-03	4.624189609932819467e-01	2.694718261482945132e-01	2.076929481793341470e-01	-3.241875576220414334e-01
-7.057561921177279096e+00	-2.605259454430931765e+00	1.168530282938214926e+00	-2.705192126625820315e+00	2.342419822371836879e+00	1.704015374435623231e+00	-1.065897800898234271e+00	-1.360240591450312619e+00	-6.951165148043522146e-01	-1.453926251477187792e+00	2.749334430527230477e-01	1.044585173808489476e+00	3.238294829089111704e-01	-4.901805682409837717e-01	4.411801020620689795e-01	-3.032089971015287655e-01
6.751378821048023005e-01	-4.333124503547361783e+00	5.207095443499661913e-01	1.485948382777209753e+00	-1.962736311980768367e+00	-2.830153062558985688e+00	1.768115547881953908e+00	1.914374416043262306e+00	-1.229719802796139350e+00	1.958005171359084376e-02	-2.014297180750559413e+00	1.469023412515371607e+00	9.286827027052986239e-01	-8.471704713643035678e-01	8.031300931759493000e-01	4.086133176289662994e-01
-5.335548211527469498e+00	3.610873150383772323e+00	2.526984001484486875e+00	1.473448973606486190e+00	2.096814097859502901e+00	2.597072012334628255e+00	-6.147775485346673036e-02	-1.827954140731657406e-01	-1.644858894294675800e+00	9.470233385832984574e-01	-2.400691643812313258e-01	1.791810549671500885e-01	8.133167161944641066e-01	6.038204460525425921e-01	-2.510286837653107894e-01	-3.321361973345463015e-01
-2.031195855313671306e+00	3.812699702677547986e+00	1.299123049866943935e+00	-5.866611434369111144e+00	-4.647312490515515648e+00	-2.059204780459588768e+00	3.220566775040557772e+00	-1.606301277010742101e+00	1.769821814631931556e+00	7.041105619254026671e-01	-2.579646705984366850e+00	3.152498483719221145e+00	-1.498817514062344092e+00	2.233762109559239359e-02	2.145860783887579282e-01	3.457080147204812104e-02
