6.274329764656434438e-01	-2.953909514246207291e+00	1.595594063408765750e+00	7.354216083315759378e-02	-1.270234343929445675e+00	1.424098576095965463e+00	-1.785650911182489642e+00	7.312236748130428454e-01	2.439129576468814342e+00	1.558755838302381957e-01	2.103313035719279966e+00	-4.407133002472693462e-01	-1.497055458722375221e+00	3.141238039231469270e-01	1.283924036490892151e+00	-3.312601005641582774e-01	1.129995833319287213e+00	2.131969482917394076e-01	1.026074997220320917e+00	-1.312417151246178526e-01	1.001174648499481235e+00	6.915888065727266998e-01	2.733400020993468835e-02	-1.057900647094719204e+00	-5.080353322990108916e-02	-4.554271270338144939e-01	7.868525020733176945e-01	-7.962728151883082806e-01	1.268787317398829551e+00
2.366519505034417659e+00	2.590247001839426355e-01	1.681728043098271064e+00	3.585482824658787315e+00	3.810609687143223123e+00	-2.252857095123975473e+00	1.149626438335202616e+00	3.991559679000092231e+00	2.784112684131891058e+00	3.844960070166917099e+00	-2.825636997490566849e+00	3.254586580252075034e+00	-3.549312134733669133e+00	3.561505987787656924e+00	-2.841727878206815383e+00	2.857812342128790206e+00	3.467348042542018227e+00	2.299103296202960056e+00	-3.097049908154620113e+00	2.596720961887819090e+00	3.211868628392898106e+00	-2.962383241808273393e+00	2.366318447305030492e+00	-4.252358955690219156e-01	1.853914790096952370e+00	6.995785016480090546e-01	-1.256694808892345749e+00	-1.727685109222133031e+00	-1.361200706881252054e-01
-4.466023677694542116e+00	4.770654823661699240e+00	3.251143146585669719e+00	1.447399722906671071e+00	4.714137552014754817e+00	-1.579602438133890674e+00	3.122150693340215888e+00	2.714308649305819721e+00	2.179891756894002164e+00	1.632424982774674849e+00	-8.266694140742892882e-01	9.586883310452364026e-02	7.064260283796069961e-01	-1.732497136259939063e+00	1.889152972474994696e+00	-1.982625060458750976e+00	-2.266596232286952617e+00	-1.188076213430945494e+00	1.259589075829611993e+00	-2.682802876961793218e-02	6.084126226792234693e-01	-1.431069331773828557e+00	1.428119763274480203e+00	-3.233296279741674217e-01	1.041510336489398059e+00	1.427301998166643215e-01	6.991392479100558832e-01	9.542194567415362982e-01	2.185071047211946949e-01
-5.526128817057778697e+00	-2.516403805237970026e+00	-4.006464528622142307e-01	8.641607593024178691e-01	-4.003828603381511669e-02	1.233373836687651631e-01	-4.433480985262511220e-02	1.476121323007555108e-01	-1.080217248792788576e+00	-8.759423758162045992e-01	6.086713254475519808e-01	-2.354999986869831530e-01	1.557841223170667311e-01	4.067271128681510528e-01	-2.238288966312683148e-01	2.214021582546534528e-01	-1.440081598753668590e-01	-1.678846286306004687e-01	3.083314794269395032e-01	-9.129013797711692246e-02	-1.378105877656575495e-02	-1.531577679276987236e-01	3.935517865298338719e-02	3.835990284502465569e-02	-1.281463887675208246e-01	-7.465595884703840612e-02	5.378660480367609791e-03	-1.046128339277235288e-02	-1.852561799557612618e-02
-1.127460569633256693e+00	-4.283658641243515142e-01	-2.724428246214747773e+00	5.945558348859610875e-01	-1.301450253352170461e-01	1.581972979159657511e+00	-9.259060929638059934e-01	-1.410370219018148186e+00	3.197963945381417927e-01	1.526850392546143631e+00	-3.792481055610867902e-01	-9.750804460402314744e-01	6.552498884044204441e-01	8.000471722190882762e-01	-3.123347417691777483e-01	-5.662268386745651361e-01	-3.030169999296332128e-01	3.667041034960202284e-01	-4.127021693561944704e-01	-5.470848454828405316e-01	-1.867414541287051588e-01	-5.729570737178527606e-01	-4.325731217190363909e-01	2.712710959389110776e-01	1.966759688598517242e-01	-1.347093248226785001e-01	-3.659278477496409887e-01	3.076767358430618771e-01	-4.208712475774443185e-01
3.520639861584819563e+00	-8.530626848794355954e-01	9.160907485559950658e-02	-1.235618193528166708e+00	-2.263052492516737513e-01	1.614514194836433436e+00	-5.118127166340028511e-01	2.164382172956879735e+00	-2.137227800364459654e-02	-5.827024898641318673e-01	4.214745260584074060e-01	1.430899617673584423e+00	3.822641398304186811e-01	-7.653612017120723365e-01	-1.030892845052721052e+00	1.031279804439914072e-01	-8.955032269988272287e-01	9.853122661719162512e-01	-2.635220681373934282e-01	-7.364806233961072035e-01	3.156203142851402577e-01	-3.431453169205166409e-01	-4.699052389769982629e-01	-9.288025743164370907e-01	-1.055448663836845297e-01	-1.261283235902162236e-01	5.613936880703130905e-01	-3.541546844486204160e-01	-3.298124503809268804e-01
-3.520664328128889853e+00	8.810533705761892875e+00	7.789434756590315700e+00	2.334053590655221111e+00	-1.133350037617804507e+00	2.339100608916985014e+00	3.414393532579744317e+00	-4.739536797701709325e+00	1.862842498469526431e+00	-1.030411060545702640e+00	-2.007229330827345670e+00	5.933377462116284917e-01	1.343222261911188209e+00	-1.093884708571564307e-01	1.698547742969674257e+00	2.154641844076942814e+00	-5.729125543550988020e-01	1.279145670784768818e+00	1.427859717197387468e+00	1.286948749446420182e-01	4.982985283800543952e-01	9.112090924235023703e-02	-1.933605340320813659e-01	1.030952061830556321e+00	4.262601928322199418e-01	-4.357695821193018904e-01	9.021958669710304912e-01	-7.525831106313075614e-01	-7.938852569529434300e-01
-5.670839763628421792e+00	5.720907375008755125e+00	3.147040094188306547e+00	-1.102748660960041205e+00	2.207421740937717036e+00	3.855818547331135160e-01	9.245156933902991536e-01	-2.460924346266500695e+00	-4.201130357089314926e-01	9.396076630665168850e-01	-1.074170636048020988e+00	1.044333103260189688e+00	5.502144627180538539e-01	-7.715415324100247663e-01	3.992801789649197963e-01	9.155996615582675524e-01	5.831281209660948983e-01	-1.012079991236173176e-01	5.873433831649987891e-01	-3.312753904382449432e-01	5.170982531217027667e-01	-1.339081780967900925e-01	-2.975589571228291486e-01	2.496883186593752690e-01	1.423938097462091323e-01	1.079544297922848672e-01	-2.052915311124941557e-03	1.874200763251496855e-03	-3.810794082287600505e-03
7.510757280549489323e-01	2.979755103002291516e+00	-4.230802422116402006e+00	-1.573331385858478981e+00	-4.064310105216767388e-01	-9.115710832862005120e-01	-1.078127807808714200e+00	-8.940917807974989584e-01	2.462510682434851716e+00	3.836897690469957545e-01	1.459281116123707811e+00	-1.777336432639637365e-01	-7.041308342683101351e-01	5.807431279695333126e-01	7.423983160169581597e-01	-7.599845902308020040e-01	1.202696111881931929e+00	-1.074441318330906087e-01	8.049015061284613415e-01	1.865585500463065038e-01	4.529572357305997610e-01	3.251268681826380846e-01	-3.168919509620302805e-02	-7.664348085558992940e-01	-5.054717011013685340e-02	-3.065005962446054055e-01	6.524631045484896585e-01	-5.697128261678717775e-01	6.246892668750779753e-01
-7.196561865855099605e+00	-5.719911272767554955e+00	9.363729270691296680e-01	-3.825543778726612221e-01	-1.927216449833938805e+00	3.314051793250646222e-02	-8.678030089469267461e-01	8.780550906310210513e-01	9.507253009331382287e-01	-6.155341093654405071e-01	5.938249940232991353e-01	3.655546762847839415e-01	-3.463613977867804894e-01	-3.497006684648470420e-01	2.753311895159420986e-01	4.118130406037604496e-01	-1.105888096970855522e-01	-1.361558655215209385e-02	1.056583223276369443e-01	2.324625580292838389e-01	-7.460403711831327389e-02	1.457810176771541233e-01	1.772356619154855095e-01	2.015043447889119654e-01	-4.661707481019798649e-02	9.105864054948999142e-02	-7.348075837818167366e-02	5.025252014908453829e-02	-1.518396020089095855e-01
