epoch,accuracy,loss,val_accuracy,val_loss
0,0.24375,1.674003675609827,0.2425,1.6126715459385887
1,0.26325,1.5750431801080704,0.2465,1.5722955074347555
2,0.2585,1.5456709708888083,0.271,1.5311802257532254
3,0.2655,1.5179455277696252,0.259,1.5169690027050673
4,0.2705,1.5042424301095307,0.259,1.5131829371750354
5,0.25625,1.5073675690591335,0.24725,1.505324676156044
6,0.2685,1.486532921679318,0.2605,1.4876827605329455
7,0.26325,1.4646255075260997,0.245,1.5040400273948908
8,0.249,1.4867888522595167,0.242,1.4840078599490225
9,0.26525,1.4659118018224835,0.261,1.4787745896354318
10,0.259,1.4729998811781406,0.26125,1.4648753656297921
11,0.2565,1.469856289729476,0.26825,1.4506918011158705
12,0.2665,1.4521116049066185,0.2585,1.458151332937181
13,0.27325,1.444448435239494,0.25875,1.4562144595459103
14,0.26575,1.4516415261551738,0.2625,1.4625485079064966
15,0.27575,1.440858543358743,0.26475,1.4534625137373804
16,0.2915,1.4310784138068557,0.25625,1.4569787431806327
17,0.2635,1.4512860771492124,0.26375,1.4464398257657884
18,0.27025,1.43048733048141,0.26825,1.4317642320170998
19,0.2725,1.4357890711575747,0.27325,1.4326589888930321
20,0.27025,1.4397912816107272,0.2805,1.4264703026637435
21,0.285,1.42512597771734,0.2595,1.433974862255156
22,0.2805,1.4266245079636575,0.278,1.425092629738152
23,0.27575,1.414101005796343,0.25875,1.4312084746733307
24,0.283,1.4142801797315478,0.2795,1.426875177435577
25,0.284,1.4230432282164693,0.286,1.416756279066205
26,0.28175,1.4163882330134512,0.28475,1.4097532721161843
27,0.27625,1.4120805778503418,0.285,1.4073466084301471
28,0.29625,1.4044702269136906,0.29825,1.40155025049299
29,0.28775,1.4038682132139801,0.28575,1.4109089482724666
30,0.298,1.3951068911626936,0.2965,1.4045577946156262
31,0.29725,1.4012942154407502,0.27975,1.4083399688526987
32,0.3115,1.384648959480226,0.29625,1.3967221164479853
33,0.28925,1.3949209329225123,0.30725,1.3901591470949353
34,0.31625,1.384919287905097,0.3075,1.3870650708451868
35,0.3025,1.3892033819332719,0.30975,1.3842484714910388
36,0.318,1.3757350917458535,0.3065,1.387568814098835
37,0.32225,1.363019982419908,0.3255,1.3700870983079076
38,0.327,1.3646082820780576,0.32125,1.3771239725612103
39,0.335,1.3531545324586332,0.3225,1.3718294379636646
40,0.3545,1.3416437632292508,0.33225,1.3669989734180272
41,0.3525,1.3409776968657972,0.33425,1.351544200245291
42,0.354,1.3350242193974555,0.336,1.3511533988788724
43,0.34975,1.339921087536961,0.35475,1.337270769547671
44,0.36725,1.3137582082170993,0.3645,1.3265008732043206
45,0.36625,1.3279684142917394,0.3785,1.3107007091082632
46,0.37225,1.3101345324404539,0.378,1.3077277458589525
47,0.38925,1.2860064686685801,0.385,1.3013546814452857
48,0.4075,1.2735971567947417,0.39875,1.2771289479304104
49,0.4045,1.2682028153967113,0.40775,1.2662558159381152
50,0.42425,1.2450833330377937,0.42225,1.2508166214870289
51,0.42225,1.2365775136575103,0.42825,1.2382087793983518
52,0.43475,1.224763248257339,0.43425,1.2230084552969784
53,0.4465,1.2035729848761112,0.45,1.2096040686061607
54,0.45075,1.186481591350399,0.451,1.190806572046131
55,0.477,1.1536440399698913,0.478,1.1614390692259184
56,0.48475,1.14456396819558,0.4835,1.1518144454415888
57,0.483,1.1330898546334356,0.49775,1.1217733253268525
58,0.498,1.1127135485950856,0.49325,1.1158483196650633
59,0.51525,1.0919843323216774,0.51375,1.0827070542003494
60,0.52025,1.0830945586813614,0.5105,1.0833887430680915
61,0.52325,1.0454520632931963,0.517,1.0743532768329604
62,0.53325,1.0460591339741367,0.5265,1.0673444541334174
63,0.54925,1.0216641088300384,0.5305,1.055286822240101
64,0.53425,1.0343739180995617,0.541,1.0285855672156905
65,0.55575,0.9979151810039766,0.53875,1.0265273340384011
66,0.56125,0.9926402139619458,0.555,1.0084629501984455
67,0.56475,0.9819991026609205,0.559,1.001121219520457
68,0.5835,0.956005379598122,0.56175,0.9795481563561771
69,0.5745,0.9552060573685449,0.57325,0.9714732162451837
70,0.5935,0.9266119074864546,0.5765,0.9645534855952719
71,0.602,0.9250231433595764,0.576,0.953735426416737
72,0.578,0.9379919316107407,0.57875,0.9574736778467196
73,0.59025,0.9112993447685148,0.59025,0.937835230440367
74,0.59975,0.913037857999676,0.594,0.9280869766618125
75,0.60175,0.8937450614143163,0.60275,0.9167984307227307
76,0.60125,0.8919341272721067,0.60825,0.9011779556163237
77,0.609,0.8855368150052964,0.59425,0.9035140622152831
78,0.612,0.875585556107224,0.6105,0.8876020989523385
79,0.60875,0.868934272866114,0.6095,0.897716999544995
80,0.62475,0.8648541420764523,0.6175,0.87771437383187
81,0.622,0.8564218873213977,0.62025,0.8858586572921485
