epoch,accuracy,loss,val_accuracy,val_loss
0,0.2585,1.5719958401806653,0.25075,1.5291740971803665
1,0.2515,1.505727329492569,0.26075,1.4864270086698235
2,0.25775,1.4786606223359704,0.26275,1.4663821523338556
3,0.2635,1.4620030426494777,0.26375,1.4627917556241155
4,0.278,1.4346013311594725,0.2545,1.4589709778949618
5,0.2785,1.4293216876536607,0.267,1.434581407390535
6,0.29225,1.4229303625002503,0.27125,1.4382329102605582
7,0.284,1.4165688720606266,0.272,1.4301959605440497
8,0.29075,1.4097461158484221,0.288,1.419643404699862
9,0.293,1.4023386165499687,0.2945,1.4083200046420097
10,0.30725,1.39369701500237,0.2835,1.3984540672563017
11,0.3025,1.3870989453569054,0.28875,1.4084058835171163
12,0.29725,1.393663818128407,0.307,1.3905449051260947
13,0.29775,1.3948002286553383,0.29475,1.401326630063355
14,0.318,1.3742845861464739,0.319,1.377761955562979
15,0.3235,1.3720004229024052,0.3195,1.3765239552520216
16,0.333,1.3648667026385666,0.32025,1.3697277888394892
17,0.3255,1.3557966303117572,0.32325,1.3699785235598683
18,0.34625,1.3473138080127538,0.3255,1.3642018421776592
19,0.344,1.342651283290237,0.34675,1.347511620303616
20,0.3465,1.3315965261068194,0.35025,1.3396466252086685
21,0.3615,1.3193489013444633,0.35325,1.3367545720152556
22,0.368,1.3217919051405043,0.36775,1.3260756584554911
23,0.37675,1.2979405099283903,0.365,1.3095314298309386
24,0.38575,1.2970893942564725,0.3855,1.2930539237316698
25,0.402,1.2699856582898648,0.39775,1.2824353456525133
26,0.4175,1.2479103789348156,0.4085,1.2693788322387263
27,0.414,1.242456021958962,0.40425,1.2616101297764108
28,0.4495,1.2241286381403915,0.42275,1.2431314254170283
29,0.43875,1.2122448708312585,0.42975,1.2323833406912164
30,0.43675,1.2006507353757043,0.428,1.2234378864960744
31,0.45075,1.1911050019301475,0.445,1.1964176713228225
32,0.46025,1.1799324709302745,0.4525,1.182740231331438
33,0.4585,1.1589786942196079,0.4705,1.1623588816495611
34,0.47575,1.1343154496953356,0.4825,1.1297784196976572
35,0.49475,1.1097044560164213,0.47525,1.1313412750158458
36,0.50775,1.0978211946296506,0.487,1.1230763626894913
37,0.5005,1.0856846866125707,0.4955,1.1098267966979183
38,0.513,1.085492908611661,0.501,1.0903788220912685
39,0.52525,1.0511123906353024,0.51375,1.0830367425854783
40,0.532,1.0350729540039318,0.52,1.0603927498816046
41,0.53625,1.02659857994254,0.52525,1.0585788603522814
42,0.54725,1.0123414186798037,0.518,1.0425119466704782
43,0.54925,0.9977550898949848,0.523,1.030200308569707
44,0.55875,0.9883834250178188,0.544,1.0187247638916597
45,0.56775,0.9774306259342702,0.546,0.9997755190033931
46,0.565,0.9656935372075531,0.56875,0.9803139934386709
47,0.56325,0.9680040593897574,0.54725,1.0018993275482209
48,0.57625,0.9386948748481809,0.55625,0.9830174909963098
49,0.59,0.9287458460204944,0.55675,0.965299711731379
50,0.59125,0.9172771830649581,0.58225,0.9370489341765351
51,0.59675,0.908663219613889,0.579,0.9381729560570821
52,0.59375,0.9119187816415797,0.59,0.9180491907441319
53,0.60425,0.8956908500531572,0.5835,0.9146931774280674
54,0.5985,0.8999517306433991,0.60075,0.9061637220957782
55,0.6115,0.8840540593750192,0.59125,0.9133363632512337
56,0.606,0.8851751036246497,0.594,0.8947167793738044
