-5.834748635623987489e+00	4.245387879626451699e+00	1.180168438329435521e+00	-4.453736265753833301e+00	1.127970295704127990e+00	1.675084557421360865e+00	5.814342226566978633e-01	-1.251588491135278980e-01	4.118149482858619037e-01	5.609175981203253780e-01	2.313362426368547053e-01	-1.459241221020374790e-01	6.177353140365024475e-02	2.030654777497755900e-02
-4.124137308322654683e+00	-3.396340961214281418e+00	6.707184738108653121e+00	-7.963651146089296973e-02	-4.441187822539080510e-01	-1.183863198306971620e+00	1.578516781980191297e+00	2.346812536985111719e-01	-5.181782419822746899e-01	-4.966793802985937645e-01	-2.797280285792389520e-01	8.030532806700327320e-02	3.581710579821229534e-01	1.601999271251828283e-01
-5.434093256695603280e+00	-2.428193142835981533e+00	2.422166696596435909e+00	2.025796782726655643e+00	7.202717608429391738e-02	-1.033715314607495550e+00	3.297380840477969755e-01	-3.307959059591534245e-01	-3.876718364498976110e-01	1.411079642022161351e-01	1.484136169124899707e-01	-8.391265480448094338e-02	2.249755985500496991e-01	4.050903984963662163e-02
1.357303110979620087e+01	5.695432077603125087e+00	-3.113270398392729565e-01	2.554135185773407812e+00	-2.589552860421046265e+00	-2.246555530791674027e+00	-1.771422066939737139e+00	2.219725973898519111e+00	1.700190782065857054e+00	-5.535787233619602343e-01	6.530914846719327871e-01	-3.567839862720409427e-02	5.112639707905313191e-01	4.479467848101330585e-01
-5.163273313089627482e-03	-7.148566913417012003e+00	1.663963693066918825e+00	3.589727094296057963e+00	-2.098414905703069877e+00	1.232031212259462105e+00	1.553401112054755728e+00	-8.077758312064967638e-01	-9.551036991077772598e-01	-1.607680803758316512e-01	9.703865354051245673e-02	3.361963738335098650e-01	3.488905536459329659e-01	2.334135357873860506e-01
2.433186626630235327e+00	1.616282091574957613e+00	-3.393530375332140525e-01	-2.079222625742346953e+00	9.474511219958928754e-01	-1.162816637644447093e-01	-1.097847934769375033e+00	-5.284434821317827158e-01	9.640209576815763626e-01	-8.754211948846527536e-01	-1.805089159126410936e-01	1.229387305289694754e-01	2.283883032364147636e-01	-5.469599981683943568e-01
-9.578768853916434622e+00	3.351021497331357235e+00	1.419241314224443329e+00	-2.810382624148706210e-01	-9.058256977450664937e-01	7.117160900932082424e-01	3.247397700390168840e-01	-5.683825637422573740e-02	1.393328627818227305e+00	-5.695016740262939248e-01	2.545244629341267828e-01	-8.016192539733769939e-02	2.709472089215891333e-01	-6.586776551380266187e-02
-6.567021038363957786e+00	4.207398435913820123e+00	5.838293376980089988e+00	-9.997799992861086116e-01	-1.513550097833091579e+00	4.438426998527166822e-01	-4.014691170793208141e-01	-1.329706863274149109e+00	2.097950181379860890e+00	-2.193468746558094207e+00	-5.596139655889851294e-01	-1.565474017654880923e-01	5.561132791028882139e-01	-6.009619855483976369e-01
-8.875651438138486782e+00	9.418461271763434173e-01	4.649341883502727812e-01	2.332825005311054856e+00	-1.328455200217767862e+00	-5.947113137824618923e-01	-9.035286075222855873e-01	-9.195630428298539050e-01	3.765172834321601214e-01	4.505779239931460567e-01	2.029277097007742003e-01	4.215272021169601951e-02	-3.361337562709299648e-02	6.546769558970477743e-02
-2.800114314413192917e-01	2.669978425959694590e+00	-2.812971231549034279e+00	-1.244218690682290518e-01	4.399961773541113175e+00	-1.120363407386358173e-01	-3.206185895930244723e-01	2.793208244426032660e+00	-4.222300145394793369e-01	-9.275485674246843060e-02	8.402755351931068262e-01	-6.561184574485736665e-01	2.349623842877341176e-02	-3.967277764340486623e-01
-4.977866434372329785e+00	-2.762980788338120330e+00	-3.362860438897584014e+00	2.990203635413570815e-01	-2.423419153094642509e-01	5.290524223633247258e-01	-5.361642653414162574e-01	1.608053243656953069e-01	2.131053054904407384e-01	-8.269408413016132720e-02	-2.949424570079314800e-02	-1.948428794425711985e-02	-1.431072701363835659e-02	3.007724599084863476e-02
-7.597286991249784016e+00	-1.846775443606327283e+00	-8.634145479144736957e-01	7.890351428668104239e-01	-1.707777458795131542e+00	4.035764659877935090e-01	-5.653913307449691672e-01	-2.715499787466740811e-01	3.240221724956753313e-01	3.658285422473144671e-02	1.948342322033514221e-02	-2.155632354106066031e-02	9.115693602815405638e-02	5.267128153730043366e-02
-5.804407872533412061e+00	-5.774097527459602475e+00	3.349914613288587528e+00	-5.987794128436156882e-01	-8.755913802831552517e-02	-1.083799464792284839e+00	6.725507353103815644e-01	-2.266268877741297594e-01	-6.366445886288980560e-01	3.379455428116933113e-01	5.108623717813755294e-02	-4.084125890640515066e-02	3.821278505938446868e-01	-5.004233788264316092e-03
4.156473847475663064e+00	-2.572402917885868057e+00	-2.531765772093244049e+00	4.613685272684972638e+00	1.605638567852405441e+00	2.148239093510412978e+00	1.348875505827761001e-01	-4.225973276664665018e-02	-4.992613243235190512e-01	-2.375358288258801465e-01	1.859357085101689608e-02	-8.067271516452539926e-02	-8.395838614853275150e-02	5.473907532859363483e-03
-2.559137234471219102e+00	2.668797551709616744e+00	7.105443429758615537e+00	5.371662119664818436e-01	-3.940356776698274555e+00	1.921911869882997781e+00	1.574510540111516768e-02	2.467164020872696928e-01	7.993642193825911679e-01	-1.403506213428914684e+00	-2.828677938442250572e-01	-6.225480035377648491e-01	9.718079898201705813e-01	-7.749445569933144373e-01
-9.786936271987578095e+00	8.508133987029138368e-01	-4.273628138180821878e+00	7.283000492586867436e-01	2.554597301643187213e-01	1.043862745871353193e+00	1.000493877750031069e-01	6.122157744649432409e-01	7.540839687506118993e-01	-7.344646551501844700e-02	2.148721857885634579e-01	2.612045074147085200e-01	2.177399926617421336e-02	-1.586644035615692935e-02
-1.725690399587752388e+00	-6.029333355802609873e+00	5.589879712579466364e-01	5.392288553094853887e-02	6.995347771068789466e-01	-7.377413700636695215e-02	7.038597489900552118e-01	-2.858311618462829329e-01	-2.759653105693285480e-01	1.680801673504349891e-01	4.433254463681594176e-02	-2.226996280513203474e-02	1.518090140868283422e-01	-2.827910335481953474e-02
-7.676146431967824313e+00	1.134767224611336056e+00	-1.139130960331482811e-01	-2.633292333850087541e+00	9.060344783924756396e-01	-8.690516287019760533e-01	1.055700028731294315e+00	5.231530907823520593e-01	1.024297123484585875e-01	3.698085073869724626e-01	2.941289510322873599e-02	-1.052414708443275421e-01	1.421061966423312894e-01	-4.871658592710120805e-02
2.359561802927595320e+00	-5.165303795978702261e+00	-1.350544790351204893e+00	2.462778894213748515e+00	9.735589229478484041e-01	9.069603129633672101e-01	7.513143995764893779e-01	-3.708377988484714005e-01	-1.624096842956093967e-01	-1.208876765467965936e-01	-2.370392526578998793e-02	2.952173626903133175e-02	-2.421250936998027917e-02	-3.287972720741473565e-02
4.162860601647974335e+00	-3.099899636256204793e+00	4.537458620092030825e-01	2.253220030697988374e+00	1.731128135567572723e+00	9.962390864220058151e-02	-2.489860957423592203e-01	-1.877748918802943090e-01	3.159086269580813067e-01	-3.972220014511437802e-02	-5.296144166842123857e-01	-1.463393268530668034e-01	-3.429227193039626753e-01	-3.700274621899235505e-02
-4.685844906460016057e-01	2.207558335611462530e-01	2.729587631504168943e+00	-1.044206966137166404e-01	-1.941340224866478614e+00	2.690181949657095561e-01	-4.886297276149330626e-01	3.699911072784227706e-01	2.415275039845126148e-01	-1.354986644448187040e-02	-2.526852442949714117e-01	-3.687784452541707086e-02	1.634257373378412981e-02	-4.744855139206632932e-02
-1.455450688328012276e+00	-3.981915700456567730e+00	-2.188746560968247934e+00	-9.385510106126589980e-01	-5.034410575300133361e-01	-3.861309778711868868e-01	2.785166392509380584e-01	3.507918174469443762e-01	1.380353185376418101e-01	1.496630773198689701e-01	-3.671701526261516024e-01	2.916090867650377727e-01	-3.402465057247998637e-01	3.291346148523030535e-01
-1.089073447752598955e+00	-8.229682634001536101e+00	6.872442932210971467e-01	1.504703762532034306e+00	8.159015211947043822e-01	3.576106206836236479e-01	1.491315070194188408e+00	-1.015722080314918507e+00	-9.564652142655136746e-01	-1.698999268705397303e-01	2.562616207290432380e-01	3.701994128291296593e-01	4.520593497876358446e-01	2.285229053898127360e-01
4.539264977328424377e-01	-1.590429996022823866e+00	-4.717064091010786164e+00	-1.402028334711463931e+00	-7.561154790939966786e-01	-2.355695273101733322e-01	-1.094409640927171523e+00	-2.951522960816539420e-01	-9.305851333045658813e-02	5.061342024540189666e-01	2.459867959393563785e-01	3.690665335041719008e-01	-2.537223404190236953e-01	1.112301776422350286e-01
1.867012890903875677e+00	3.668207240834538752e+00	-5.815255839861547038e+00	-2.995974581213140642e+00	-2.143394090731641111e+00	-2.404777071000543665e-01	-1.639814138794050413e-01	-7.539510360201782113e-01	-1.058086663151193818e+00	-6.561570295877459102e-01	6.075445406837913787e-01	1.483010263048661903e-01	-2.761586147696455940e-01	-3.320095604349760365e-01
-5.135906812946358535e+00	-4.948667398767268022e-01	-4.676738304049478323e+00	5.806403364900850073e-02	-2.150879695194622687e-01	7.377433532495799584e-01	4.396925364020663474e-01	3.360766935454456150e-01	4.110944745199679451e-01	-2.141236725456730980e-02	4.805537536686264877e-02	9.388376001121520598e-02	-4.320147490695627757e-02	-5.969145410109095475e-03
9.568292315067109755e+00	-4.092637006993699700e+00	4.340809548962113240e+00	2.111175525291400845e+00	5.042870739474351049e-01	3.209748874239177319e+00	5.849168404332744098e-01	-6.979362327935368926e-01	-1.287953100179864974e-01	-3.893921679611905828e-02	-2.130031634569417853e-01	8.140702740160793427e-03	-3.279662226284698612e-01	-9.216497225944540739e-02
