-5.457041809690146295e+00	-2.605597893889356698e+00	3.261078778649408427e+00	1.919418310710493403e-01	-1.110259874744450093e+00	1.347033633820610143e-01	8.260348054195472134e-01	9.066994695758903156e-01	8.268253567669979764e-01	-4.345853431276050505e-01	8.559901163010003033e-01	2.336021299216303471e-01	2.495908442564767349e-01	2.894014279248472987e-01	4.830619172867385847e-01	1.018498364279994739e+00	-7.017177630538488087e-01	5.064965250089160653e-01
-2.614993209041042377e+00	-4.658791802030967766e+00	5.456819407550329570e-01	1.831114249032905095e+00	-2.909681062474160917e-01	-1.333881960416648305e+00	-6.010749816823278691e-01	-1.396884531412246888e-01	6.385223935811628060e-01	1.187104151992352807e-01	-3.441600828428297842e-01	-6.967428955357754528e-02	-3.809268982725114855e-02	-2.007140559106661559e-01	8.278773381641349460e-02	9.696619937974082504e-02	3.063633044770915428e-02	-8.912072527677611378e-02
-6.710342764650209624e+00	-3.005658491665786247e+00	2.220032665554231510e+00	1.601777357451387163e+00	-1.990159076127004711e+00	9.154803075219918318e-01	6.010508410745104557e-01	2.817185530657918546e-01	-3.366155837639241977e-01	1.366190140033145539e-01	2.921138578203247849e-01	1.192921322288489211e-01	5.577276755709823508e-01	-1.446655887626887849e-01	-8.752571998100647233e-02	1.833006144020994654e-01	-5.157532795977237683e-02	-7.921982002789609845e-02
4.998845399991387328e-01	4.795380189341415189e+00	5.936384426426884353e+00	-9.497874014997081948e-01	-3.728717000657266745e+00	2.054930315414687847e+00	7.038932326583559052e-01	-1.256251733925077385e+00	-7.345546638468241074e-01	-2.343072798304431714e+00	8.066442486035686477e-01	-9.669041084979015377e-01	-5.542039162458898272e-01	-1.467232759634011563e+00	2.515577619944352195e-02	4.273537579863960489e-02	1.150476524055183747e+00	-7.840830931807296622e-02
-7.087495639350323451e+00	3.219245828500383877e-01	1.232457508428516535e+00	4.671682416587338293e-01	-1.297686630545106690e+00	-2.903283138867736035e-01	3.282640702882699268e-01	5.240702308001102261e-02	-3.265915921999172911e-01	-1.670758872503577130e-01	1.617319054707833381e-01	4.894442407651625193e-02	1.244512379721862266e-01	-1.098863180301534181e-01	-5.527986905750055524e-02	2.241879076380204339e-02	-2.162344936063048326e-02	-5.356925378280113365e-02
-2.016984039471678147e-01	5.194205011983047626e+00	-5.457082059864414525e+00	1.979455431292889145e+00	3.014266409477243114e-01	-6.990573482059658783e-01	-8.010586465323169536e-01	-2.721626384079216976e+00	4.981139638376639867e-01	-7.941347055469570870e-01	1.361098686165095550e+00	-2.717906600989082877e-01	1.158243632634599063e+00	5.555125229561017619e-01	-2.170049379052433891e-01	-8.622938174505592190e-01	-5.613909719681252630e-01	3.839823267522244343e-01
-3.571771793953417151e-01	5.732590271662866277e-01	-1.583938294843474592e+00	9.065646831828484409e-01	-2.648773012794557680e+00	6.266344492859816651e-01	-1.505208248783474367e+00	4.545867305688551796e-01	-2.266544144939500738e-01	1.295983337957127279e-01	2.240413972164340684e-01	-3.084806956743025852e-01	-1.754353124382486140e-01	2.248694636587959816e-01	-1.947667618080388685e-01	8.652359458508872281e-02	8.223419589670762087e-02	4.097106875759344569e-02
2.707591174799758083e+00	-1.659661862733608384e+00	-2.549047137198342750e+00	9.998365956341762617e-01	8.604597387521896179e-01	2.053222183322007233e+00	-8.077981072462183665e-01	-1.037294218616240160e+00	-2.556909814811223480e+00	1.173822047680197711e+00	-4.583938576932249376e-01	6.402743890154833917e-01	-1.468741570569985999e+00	-8.585750012296644584e-01	-1.703318678934967467e-01	8.685563091322707763e-01	-6.342773661719862677e-01	5.346642482776952088e-01
6.448395719038987117e+00	-4.357738413155390234e+00	1.442808194767713381e+00	-3.814230748743862698e+00	1.240274086497207939e+00	-1.773915186526789922e+00	7.372911042280140270e-01	-5.379567737327882737e-01	5.249673062943946422e-02	2.917706851137700230e-01	4.726844855245238008e-02	-3.536226730829639120e-02	4.402278038656261272e-02	3.257662939332259255e-02	5.359630992577258529e-02	-9.411140106824315149e-03	-7.441799747911249929e-02	-5.624290092875345454e-02
-1.651553513035636689e+00	-6.744960799877411262e+00	1.376279570915027284e+00	1.061179242413191615e+00	9.198511770046489122e-01	-7.454375478802695021e-01	9.640894727321388524e-01	2.928480593141405963e-01	1.630919529937985724e+00	2.416895522438885779e-01	5.313104984127720032e-01	-1.131767612359053932e-01	-4.593291511508664215e-01	-8.790149307540015555e-02	-2.107468351282087426e-01	4.162589110287076566e-02	1.878011733615081447e-01	3.639269482459030203e-02
8.555982772338648346e+00	-8.646169886853400044e+00	2.089594895139553543e+00	5.466314065122758192e-01	3.218227025630641780e+00	-1.526253902070820567e+00	1.711547728380960365e+00	-7.805770684471166065e-01	1.806068430881419440e+00	2.865622493875596283e-02	6.437283451971632653e-01	-3.211521826352010112e-01	-1.776796728577632600e-01	-7.327497438682211307e-04	-3.921091900873386882e-01	1.576005117673577038e-01	5.605799406394300008e-03	-6.372686671632761535e-02
4.858360046951665012e+00	3.189541366021102942e+00	-3.242011446832855914e-01	4.076449164342355935e+00	2.923678761637307222e-01	3.930158585560007189e+00	-1.415769115674490597e-01	1.835458078267780069e+00	-1.882379804010529734e+00	1.449917212197396443e+00	-1.953630113650460354e+00	-2.004307836813248311e+00	1.250637872256769922e+00	7.176905536490156834e-01	-7.672755757705612689e-01	-1.118637772689496712e+00	1.262328025953518562e+00	-6.287395264696250541e-01
6.755521717697376083e+00	-5.035354332487737006e-01	-6.464313717208365340e-01	-3.933070432484295220e-01	-1.778383220872278736e+00	6.960471805036017034e-01	-2.389632637379191848e+00	1.335363395938031550e+00	-1.230241353501332124e+00	-9.840756467421848397e-01	-6.331512194845346775e-01	3.749477610283976081e-01	-4.407516303511712502e-02	8.971605522862757809e-02	-2.090184415749458124e-01	1.573298600536177927e-01	3.530301778405422475e-01	4.195178379426443005e-01
-4.147853563456919801e+00	-1.570327307735502220e+00	4.272277079385160548e-01	2.474501128947431017e+00	4.679856803782731500e-01	-1.535581426229419011e-01	-8.290301985494515913e-01	-1.819949828072392473e+00	-1.365332543286185807e+00	3.594460075941335875e-01	5.575224932179018156e-01	8.287359687696514987e-01	-5.730834139816941564e-01	1.944880796073950313e-01	5.593548980861994258e-01	5.137090874103462657e-01	1.203960588661379116e-01	-3.981127736631389080e-01
