-1.975452085581461459e+00	-3.210116259365082492e+00	-2.651451748795856656e+00	2.553811848183474842e-01	-1.130760469043453620e+00	5.973631796775169533e-01	3.897794536226337758e-01	-1.904906145993720268e-01	1.762225089520535748e-01	1.825944061875835189e-01	8.147974282220568631e-02	2.681919772541423164e-02	-6.389272888236707804e-02	5.679217533507491950e-02	6.989833292846481250e-02	6.100073265154929564e-02	-1.389090293271059463e-02	4.068921208557615965e-02	6.726541338660948187e-03	6.257391839650412735e-02	-2.575053879780673551e-03
3.850720332480017216e+00	-4.282643667582623492e-01	-4.811983689475363701e-01	6.576536025495036686e-01	-1.207283493991716306e+00	6.688288718014820944e-01	-4.432578786961334227e-01	3.269820547716570380e-01	1.159485321391638540e-01	4.515219213520902386e-01	-2.034769519095890045e-01	-2.124134057708696177e-01	-2.558868043360433275e-01	-2.574602384535785993e-02	-1.335280792174664000e-01	1.292979295020054396e-02	-3.472682506928378987e-02	2.285135902587398255e-03	-7.319254117703992250e-03	2.276543704543198404e-02	-7.313269409727516518e-03
7.032024652465892700e+00	2.061063977242315826e+00	-1.786896674879626223e+00	3.692917696892731305e-01	-1.267195076612400939e+00	1.059545654987397389e+00	-2.624751957622926263e-02	-3.239092793140104648e-03	-2.026511042220820180e-01	6.572841722925184538e-01	6.467693294621873479e-02	-3.269976001235160301e-01	-4.294975105922870240e-01	-1.648941645227118835e-01	-3.243587033546359577e-01	1.571313497182641461e-01	-3.723876970387309665e-02	-7.593390572067393318e-02	-4.564263617357713389e-03	7.075651817506635813e-03	7.965960312488473694e-03
-1.868769881134455968e+00	-1.821683221647160122e+00	-1.719849865135908429e+00	1.561392026940501276e+00	4.614375696893227019e-01	6.163734849745927669e-01	1.452976885426187081e+00	-1.435276618092345691e-01	-8.688486593140453129e-01	-7.393225226398894012e-01	4.598256033883367233e-01	5.695717799241560853e-01	3.146349177734054647e-01	5.253958118224184570e-01	-1.077108024293628591e-01	2.997280007405795366e-01	-1.270573824040481803e-01	-2.380252823758380321e-01	-4.829330910784082609e-02	-2.057039756048280599e-01	-1.497449458207557038e-01
2.599321535274943695e+00	1.294575916811875338e+00	-1.208575401891813783e+00	4.598811989582581639e+00	1.205739660895698062e+00	1.365026346866066165e+00	-1.260333933010707064e+00	3.204845635559623762e+00	-2.097600816633162335e+00	-2.006307263981768341e-01	4.860352860246560103e-01	-1.475249086444308189e+00	1.078785618279033631e+00	3.062754341934022517e-01	1.612244207602949175e-01	-3.326490022326018536e-01	-1.023479334285178899e+00	-2.747259857993791798e-01	-1.015828817419721364e-02	4.825208145072332755e-01	8.116569749649699128e-01
-4.374167435673846249e+00	-2.469066321627475968e+00	-2.718681637844177601e+00	-6.580614224874860030e-01	-1.118563197255248554e+00	-3.971956303046199621e-01	-3.972491447612454263e-02	-4.085763176186903989e-01	3.544683604200963289e-01	4.674595635025824425e-02	6.273802933870033238e-02	1.125733770885437197e-02	-8.159160910481853823e-02	2.846768139012578053e-02	7.542336333727209241e-02	2.508009282286486480e-02	1.146886292401990554e-02	4.675279024024289048e-02	1.588506068418587408e-02	6.092339328258907644e-02	-2.354483038778379736e-02
3.366514095260330741e+00	-2.454076327258129187e+00	-2.867715804520025724e-01	4.462822130055226211e+00	6.698909374575146014e-02	3.814824896194415338e+00	1.994661168955355279e+00	2.186115287411831254e+00	-2.156106514716575884e+00	5.505347465150568498e-01	2.012113368559641735e+00	-2.577374311188752598e-01	1.489508511332143792e+00	3.214167260001447590e-01	1.068864007685815798e+00	2.909949926017291189e-01	-1.188931674152732487e+00	1.889447383406949246e-02	2.457645071217258170e-01	7.313666444674323808e-01	1.084182572422449864e+00
-3.706674163941834355e+00	-7.740417752001382823e-01	-2.958525736566720798e+00	1.245832003691305534e+00	2.893833356010350188e-02	1.666236824812180384e+00	6.830390523216237630e-01	7.289695860199086885e-01	-3.570129642477581910e-01	4.242758164373439111e-01	5.707834016589415915e-01	-2.816711133276486034e-01	5.805256959441243425e-02	-1.900707342511435971e-01	4.329955224532078956e-02	1.215505359536057407e-02	6.996775798290380197e-03	-1.108392214217555211e-01	1.165005515933225863e-02	6.816359183143395895e-02	1.479057283818374646e-01
-5.949583610944483070e+00	-2.931209654851353874e-01	2.228460869732773908e+00	-1.002749086959136671e+00	4.331308031807897252e-01	6.254771649025707703e-01	1.513294905082780417e+00	9.100680663631274259e-01	-8.522137904703080968e-01	3.880460082446644532e-01	7.553387669780208258e-01	-3.670078280645175384e-01	1.409171593825576663e-01	-3.178887555108147467e-01	7.440422528864035212e-02	-1.258303555261808815e-01	1.929446188991120470e-01	-5.050803280351138375e-02	-1.769861057000558444e-02	-2.347801099607335282e-02	3.059961216775574852e-02
7.108442484131507477e-01	-2.936366038014147861e+00	-2.227572135263989228e+00	3.924659005490904184e-01	-6.419988303398483920e-01	3.185092155076933995e-01	2.961383889081131704e-01	-1.816041289574057971e-01	4.031010330378330397e-02	3.691870401488150932e-02	-4.401071747610798418e-02	1.080846031502961518e-01	-4.520538015485847660e-02	1.274314713602569260e-01	2.822197053003289852e-02	6.438158758370379764e-02	-4.278110105488597964e-02	3.782973656540480900e-02	-9.972800137043333693e-04	3.942296844046030979e-02	-9.125093946009736612e-03
