3.213512052368403538e-01	4.454429387503934024e+00	9.523513034172575997e-01	-1.889829736480639344e+00	2.921891949293743185e+00	7.231847170159090288e-01	1.097343955208257837e-01	1.115690780775320523e-01	-2.753985036557787119e-02	-2.470395639217569939e-01	1.920840948577756668e-01	1.783833438719687955e-02
-5.925416546985213806e+00	5.121012889325485956e-03	-5.211877887610518734e-01	-1.599601654502054382e+00	-2.205365919743611069e+00	1.685830476470590866e-01	-4.624603896902482747e-01	-6.160848594020722491e-01	5.875824272708043416e-01	8.874021247864870288e-02	2.616061102786611525e-01	9.474005657317779994e-02
-8.483516125299066957e+00	-2.088986236194413593e+00	-5.088353861767263009e-01	-1.973313030992862593e+00	1.030293730400981822e+00	8.294040361495496061e-01	-2.713565255394840836e+00	-6.956290939906165094e-02	7.157732653876605067e-01	5.880081384443213155e-01	1.424779083928071621e-01	-4.993640783283109785e-01
1.510383045927121137e-01	1.472594546918808867e+00	1.591135968900841524e+00	-1.737294657546732957e+00	-8.285291850662481750e-01	-1.403362400323451498e+00	-1.343852297489117331e-01	1.484558400835273684e+00	-6.179801757817715568e-01	6.130781060614916983e-02	-3.617108230712192118e-01	-5.282120168610370259e-01
-5.192013966996745111e+00	-1.910038566040124897e+00	3.489176961594727455e+00	-2.890909814196912286e+00	-2.248558300262210707e+00	-1.532588199914882710e+00	-2.344694870803671005e+00	-8.716554031357587329e-01	1.748185802076981155e+00	2.007103123105531406e-01	6.568405891263365826e-01	2.035084710201149061e-01
4.085441788621216652e+00	2.599298405737254569e+00	6.351707092318779058e-01	3.352618607372621073e-01	9.601551296084460674e-01	2.411680102890942923e+00	-4.578782159922062389e-01	-2.984247647229657519e-01	1.335733825852257750e-01	-2.637087094872045956e-01	6.517868677627808305e-02	1.086587304921186187e-01
-5.432312467347209406e+00	2.107152927354804195e+00	2.438001940972366888e-01	-3.362608154448087028e+00	-1.224715232384611552e+00	-5.940890765221062964e-01	-1.588613018341111571e+00	8.624737675979177176e-01	7.905327010688291134e-01	1.301760137505213688e+00	-7.259868251680775542e-01	-2.125865098091053451e-01
2.684321526323414364e+00	-4.579327600340680759e-01	2.085838093935935778e+00	-2.363753269164851734e+00	2.140241563812513181e+00	-5.708606693563402779e-01	-3.046888239077995664e+00	1.153077472882442889e+00	5.616970292817025090e-01	3.797777655435849997e-01	1.448073795718146650e-01	-3.196088486601983414e-01
6.545317162434631797e+00	-1.086250814874870185e+00	-2.560014433807187739e+00	-7.196893094044642947e-01	-1.126716599979200373e+00	-1.745859164741581981e+00	-1.020161126414209418e+00	1.833540537976318774e+00	3.535737411568320998e-01	9.354286470394389541e-01	-7.507684102298923801e-01	6.654276705486164567e-02
-2.980006917294735214e+00	3.995889820709110918e+00	1.746137268897886230e+00	-1.519632398054226563e+00	-5.810372920839433908e-01	5.535803649867492293e-01	-1.289127601540214149e-02	2.602514218953826397e-01	-7.002216433521107897e-02	-2.088367723502031481e-01	1.498967623504540020e-02	-2.389539494251513574e-01
-4.289822930861385275e-02	-6.100736895529736969e+00	-3.435354946404576282e+00	3.430146261249837458e+00	-9.920548851039285854e-01	-2.430923915029583604e+00	5.982394243301225600e-01	1.029841179175063459e+00	-1.254638072171138097e+00	-2.549752802617417102e-01	-8.086001195496708149e-01	1.311018831413017678e-02
7.702910939762817044e+00	2.923071894153639771e+00	2.214873877777761013e+00	2.504513035592323522e+00	5.812332412438869778e-01	2.628300302480117256e+00	2.247929644631892820e+00	-2.081644563327800679e+00	2.040209499468735033e-01	-7.690846501794086354e-01	-1.339735175460557426e-01	-4.520526553714964701e-01
-1.299802962141567519e+01	-2.861842022177117695e+00	6.692674610043140682e+00	-7.630382345054298465e-02	-9.384078280995248322e-01	-1.243452789601161568e+00	-1.638133104568874954e+00	6.137852595883355189e-01	9.399282484207082122e-01	5.761603936248165247e-01	1.299228928809568639e+00	-3.745988512528053982e-01
-8.932770279485199083e+00	4.155444657794100105e-01	4.047234677928446267e+00	-1.441103423149270535e+00	-2.453849114524992991e+00	-1.074811173642669981e+00	-6.276619123938301237e-02	-2.563583430868772439e-02	1.508383080190397463e-01	-2.282688037054481922e-01	4.780705091129280881e-01	-3.814895121484483953e-01
-5.030739446258876590e+00	-3.720797377898647174e+00	4.647885038012770309e+00	2.161081157243807949e-01	-3.593052117990070959e-01	-2.096711085513700112e+00	-1.805177788437723141e+00	1.461689302472734653e+00	2.217021658386598704e-01	1.052543960527577926e+00	5.440884993451506890e-01	-1.592888520565609312e-01
2.156164365113997228e+00	-4.875505658272010656e+00	-6.726133203732378441e-01	3.193053586719019954e+00	2.008807733172368160e+00	-1.185105260658844584e+00	2.080588513734346279e+00	-1.658253435394987596e+00	-1.420084030773976491e-01	6.035702812104786208e-01	-9.750282579560560769e-01	-5.853796067154876104e-01
2.050121914291236536e+01	2.433631994321255210e+00	-3.765775094328192019e+00	-4.384114271047802602e-01	2.244657559407347236e+00	-9.896612502356394447e-01	8.151561245274406842e-01	2.159160123239879159e+00	-1.581630535728894005e-01	-3.658802359934654747e-01	7.278471113586015839e-02	7.617307685653927907e-01
6.201707869975663812e+00	3.066621476338534880e+00	1.438770578809758782e-01	9.968219522897212581e-01	2.344897248631524267e+00	3.181280066203843404e+00	-1.375999380691451945e-01	-8.299106849353243831e-01	3.572502222944812789e-01	-2.237808255076387531e-01	3.640429701110617193e-03	1.205301077925337444e-01
