1.922849722062188071e+00	-8.577563691074128194e-01	1.004376830241106688e+00	-2.476231187492636376e+00	1.980433090588244349e+00	1.953814776910027529e-01	1.593533903775692928e-01	3.576411006307149143e-01	-4.121630618558046466e-01	-2.042780880516000819e-01	-1.436731971157704235e-01	2.802532795475946026e-01	-1.912061372357688194e-01
2.326952311699020282e+00	-4.124139143411904573e-01	-2.568390093793948115e+00	-1.628312201578711260e+00	8.201012791485770004e-01	2.048891558725187689e+00	-1.009376528348982616e+00	-2.944870672622159069e-01	2.358460436482363032e-01	-8.726270347096584667e-02	-1.329705463861728387e-01	-1.028793633111062811e-01	3.387816921054666586e-01
3.431783630669913876e+00	-2.335227372795391165e+00	-5.303358723535768426e+00	-2.219881359404687782e+00	2.263770899911855761e+00	1.377501228391158350e-01	-3.976934252308305107e-01	-8.761478005519871548e-01	2.303366692636189539e-01	4.907882638334545855e-02	-5.644274168398567548e-01	1.119347939994036478e-01	3.240777851325368775e-01
-8.268355971840108953e-01	-1.803097423661443877e+00	1.837263133392395886e+00	4.104708448527131792e-01	1.892077687236347172e+00	4.011180886906927090e-01	-1.812669075497974847e+00	3.491209459372332180e+00	-1.389609061942575163e+00	-9.422420054147728763e-01	1.697985641959233849e+00	-4.084804549368574178e-01	-5.128986491384093238e-01
-1.105395881481221920e+00	-4.200823801067114616e+00	-9.265165876123365729e-01	2.500771883784470351e+00	2.348545646832917999e+00	2.791111606331958761e+00	-3.306588029424241348e+00	-1.032026935479688073e-01	2.397135332177557476e+00	-3.408923103265947496e+00	1.129253980021248438e+00	1.203218137321438563e+00	-1.042957344626666227e+00
-1.396100753884222501e+00	-2.956027161439775952e-01	1.536845369310665621e+00	-1.065001458402802026e+00	-4.961396113846627126e-02	-6.910836201506035392e-01	1.374365511654001670e+00	-6.008307567072944666e-01	-2.438788796253168467e-01	-3.241010723084711276e-01	1.653218675309739080e-02	1.849638134818174517e-01	-1.060651545385086353e-01
3.748587617523692739e+00	-1.776182322265488667e+00	-5.910874540458930237e-01	-2.132292596352977743e+00	4.138923468252524884e+00	9.822033932485282337e-01	-2.852708824645999286e+00	2.048769644509378374e+00	1.310073296466935933e+00	-2.293365370508584355e+00	-4.528060648279848555e-01	1.959655048303889258e+00	-1.398365858491377622e+00
-2.951094310230988338e+00	-1.134573839073956592e+00	8.889272143255970704e-01	-4.877149959239426291e-01	4.335233609965580825e+00	-4.043692723792101651e-01	-1.726975454732643467e+00	-1.861075175780843860e-01	1.199374991753343833e+00	-8.261977085551609479e-01	-2.625504493485135149e-01	8.362685871980687358e-01	-4.609207147561548146e-01
-5.835311638072054663e+00	4.607298533176233057e+00	2.768463213927189415e+00	-9.600107555384554958e-01	1.301923179183651413e+00	2.594787655675021565e-01	-2.309882102323015385e+00	2.091801141254423069e+00	1.529907721540428422e+00	-5.357960232091555364e-01	-1.224969373104907389e+00	2.250972911510587537e-01	2.199055747228510216e-01
3.771233540652816352e+00	-1.956397770384707302e+00	8.727804690861348247e-01	-1.082872968116401768e+00	8.288712879972220948e-01	5.238587392163143175e-01	-1.002863462157622815e-01	1.206293867229363270e+00	-1.067192626325402127e+00	1.902644056421027852e-01	5.231527129900981343e-02	2.422783313315351669e-02	-7.878852662843148502e-02
-6.481808210236310153e+00	8.403712820085404989e-01	3.213582160582856950e+00	4.158695842592572411e+00	8.932300288146082234e-01	-4.505553255227704668e+00	-2.038159001958253391e+00	-1.196457076378635298e+00	3.504623002154520606e+00	1.469473846462453936e+00	8.073977075814919857e-02	-2.035807809861657436e+00	-1.066599842879788040e+00
-2.218174712003296634e+00	-1.355095223225337042e+00	3.147192132502961925e+00	1.029590506923896420e+00	-2.033688428327637077e+00	-1.185531602479939828e+00	2.271068978771979996e+00	9.038135534943889104e-02	-1.945144816069887428e+00	1.886038129352586079e+00	-1.259995522996009587e+00	4.223800297853275709e-01	5.137778922453711816e-01
9.224767073004299434e+00	-8.984651477927068086e+00	-5.331563663074915915e+00	2.353678622932632525e+00	-2.893355138099593660e+00	9.948088660655257653e-01	-5.097006970153644678e-01	1.028652368107626502e+00	-2.764638764767877732e-01	-8.181397107642409683e-01	1.006994764978826007e+00	-1.608695095761989879e+00	1.576621472188160400e+00
6.650967375243154400e+00	-6.095110880296140010e+00	-1.219846382004164731e+00	3.938070168808919913e+00	-5.056555729059632576e+00	3.976467263057835932e+00	-5.226606489972546177e-01	-9.734400343254441534e-02	-1.384250367664294490e-01	-1.142749419236397390e-01	2.532498857265242376e-01	-7.320134044777001359e-01	1.039546571704635491e+00
-1.324710915901532449e+00	-4.827587534485402010e+00	-1.786474079315588215e+00	3.657719181259408980e+00	2.001552197014121681e+00	-1.419566596870696973e+00	-1.453301913468593165e+00	1.125092860347414403e+00	-9.088337411187648041e-01	-6.873515075725364909e-01	1.917678532622911103e+00	-6.277838632343506475e-01	2.030649032759601624e-01
-4.916161002446549411e+00	-5.609253619192832163e-01	-2.472191371857962450e-01	4.106312150127929606e+00	9.609462347987840491e-01	-3.931471605949068859e+00	-9.314154350183952991e-01	-1.558641426226017090e+00	1.187064630612892246e+00	9.536546707445099358e-01	5.806031642592097697e-01	-3.219113667710966631e-01	-5.759236456241068058e-01
-6.766557829036437433e+00	6.506136870858648891e+00	6.701768338956527238e+00	-4.504174675928110716e+00	-9.909247934804826796e-01	-2.642035513845621408e-01	1.560050473869458942e+00	3.364217775855419923e+00	3.483735945722866295e-02	-2.369159844632515277e+00	-2.287420723064756523e+00	1.220454826590161135e+00	1.860524645663569565e+00
-1.793629670377492547e+00	-1.590302587375490946e-03	1.939182571112196385e+00	-1.214361950317270678e+00	-3.977208702146384778e-01	-1.160924475554295121e+00	1.930190418523197726e+00	-9.267419311552023142e-01	-1.084962826264971730e-01	-5.047678803357886768e-01	-1.670393797751036288e-02	2.545301257175144882e-01	-1.515708310506433676e-01
-3.017161284494717322e+00	2.237738562535335873e+00	2.503786365060177044e+00	-9.661144731418919163e-01	-2.223336603952768886e+00	6.703760551022630132e+00	-8.023533210367539414e-01	-4.076783600124820328e-01	-2.049019211961361220e-01	-3.344651391194243817e-01	6.042108659674949589e-01	-1.952520475553790880e-01	-1.756989331784376829e-02
-4.400039009362024522e+00	1.181121270088438591e+00	2.756034317998014238e+00	-9.380888646556952148e-02	2.664864919703866075e+00	-2.026454613952351380e+00	-1.834783832678699822e+00	3.390520500001747983e+00	1.831318260223624705e-01	-1.916534316408541549e+00	1.171414314076682173e+00	4.148354265494359483e-01	-1.470406830715625501e+00
-6.137226981805945059e+00	7.380112235856879366e+00	5.350212460569363948e+00	-7.387296977605318560e+00	4.618241680995440746e-01	3.155111190443123270e+00	2.279440644924576986e+00	7.834593696086741277e-01	-2.235529316011019230e+00	-8.394299540209791688e-02	-2.036571118119842871e-01	6.606476592514304302e-01	2.584605438216391327e-01
1.406046535088039562e+01	-2.309721095422417214e+00	-4.750747756492112117e+00	-6.371807354489947839e-01	-4.553459729701782033e-01	5.068129662446135830e-01	-1.496014449663035872e+00	1.453402686216246131e+00	1.772578342853065314e-01	-4.020798899956222749e-01	-6.785852508997483601e-02	-1.923976004140561524e-01	1.134952981670779709e-01
-5.230444525900976416e+00	4.244910015861157682e+00	3.180250975159502946e+00	-3.005863618244674740e+00	1.687108210490549043e+00	2.250421318726070208e-01	-3.005571424649065015e-01	8.820559756569110732e-01	3.385270647439800329e-01	-2.053514605058503473e-01	-9.284992099373596819e-01	3.907406209539041053e-01	1.823968840673416691e-01
-5.277028816517991494e+00	4.151861779113311890e+00	5.011441309221581264e+00	-3.466709653935466484e+00	-3.142831392597897899e-01	1.525610582713543106e+00	1.295481634028362583e+00	1.797481019365534616e+00	-1.951308945338924294e+00	-1.894572896611148305e-01	7.503254998640382367e-02	6.417047588080739828e-01	-2.292246896658982069e-01
-3.671514285413663092e+00	-1.294801203127002642e+00	1.574309153608332457e+00	3.889519526794669169e+00	-2.677947517858554782e+00	-1.179650981313547620e+00	6.373159822543108532e-01	-6.981818156665616781e-01	-4.577568611331376408e-02	1.099618041266926749e+00	-7.275486003873377072e-01	1.186619749000744489e-01	2.100049067437962658e-01
5.986632992969805750e-03	2.474965669654408007e+00	4.448393474309511597e-01	-5.354044376252948823e+00	2.016900742610295172e+00	2.502168636565907267e+00	1.122279243256051551e+00	-1.849157908419438057e+00	-1.036477339493536265e+00	1.537663963738931550e+00	-4.552719585593193591e-02	-8.063702778483885503e-01	2.375999566074933345e-01
-5.188448327347704669e+00	2.186118540065782767e+00	5.190726438676299459e+00	-5.364107754368108161e-01	-9.629294285566364353e-01	-9.578755575106648323e-02	6.586202521953109512e-01	2.800619246195104939e+00	-1.886604400249366487e+00	2.882469573288218845e-01	-1.234623034690545962e-01	8.456859402810060211e-02	2.844622047655925301e-01
-5.115357143598456169e+00	3.395458729252347485e+00	4.667443930434112431e+00	-1.152524065866655345e+00	-2.628888419386442798e+00	4.082237660665200885e+00	2.200957015134143158e-01	7.613641608404078109e-01	-1.227106128907654442e-01	-1.557412207557264283e+00	8.836233773240228517e-01	-2.775028655456520665e-01	5.152945762980892797e-01
-3.090174602166384066e+00	-7.780043481125169524e-01	2.117735865585582022e+00	2.529879101768236271e+00	-2.553679822393123633e+00	-8.930831393966716103e-01	1.055675966505540853e+00	4.418138460643543652e-01	-1.285824936921652339e+00	1.561486815318468890e+00	-9.435195826269557884e-01	1.855724254922372085e-01	4.850297477874269125e-01
2.078329473224539825e+01	-3.189375698423798866e+00	-4.218520640724210402e+00	1.493713459444082625e+00	-4.521118356088575929e+00	6.288275892075013473e+00	-2.116835454278175987e+00	9.361523173468978554e-01	-4.356901340887904817e-01	1.445553063132056115e+00	-1.527641301040449484e+00	8.011835819969916894e-01	-1.010981557217168758e+00
-2.726896665625000882e+00	6.139512487111565830e-01	-2.484237551159209190e+00	1.448580430152528908e+00	-1.656648094668585980e+00	2.772892929862487144e+00	-3.825803547291283802e-01	-2.342143307660626395e+00	5.413770480238987437e-01	-7.746876385149995548e-01	1.450461394582663877e+00	-2.017190830974635585e-01	-6.352124150102866906e-02
9.970067628946084781e+00	-9.430056779159260216e+00	-8.072877055573004057e+00	-1.649772731847763740e+00	-1.755489767238641585e+00	3.185483743322990335e+00	-3.991243961712613308e-01	-3.845001935833533002e-01	1.708247567455455140e+00	-1.868203377008903932e+00	-9.711631940438630872e-02	-7.814942762778429586e-01	6.929584821227593450e-01
1.111100175758115505e+01	-2.872815562243590914e+00	-1.068274383102316483e+00	5.506332126485734557e-01	-2.068019367454792867e+00	1.130524891917305680e-01	8.448675841592158120e-01	-1.398426108272142199e-01	-7.873449134258539428e-03	-1.103947918321288857e-01	-3.010599053716157547e-01	-7.469192577712696623e-02	1.070561513612125482e-01
-2.601108485424342032e+00	-1.196983830866092280e+00	-2.376707289252330824e-01	3.004841996270977589e+00	-1.983128243355863018e+00	-2.390786450782777184e+00	1.039726653956391633e+00	-7.761348637302093456e-01	-2.391226617286507372e-01	1.030837885014708188e+00	-8.293171769966124485e-01	3.830237126937217074e-01	9.860488863529096037e-02
