epoch,accuracy,loss,val_accuracy,val_loss
0,0.248,1.644841513298452,0.26725,1.5691441928576677
1,0.25875,1.5545089539065957,0.2655,1.5533369629234075
2,0.25875,1.5569716326482594,0.281,1.5124068826287984
3,0.272,1.5164153824076056,0.28,1.4952191385626792
4,0.2745,1.4945827893279493,0.27225,1.4991107190698385
5,0.2655,1.5054905688539146,0.25925,1.5011909461766482
6,0.27925,1.4818952018544078,0.27075,1.4864800483845175
7,0.2705,1.4819135954007507,0.27475,1.4732367718294264
8,0.272,1.4689141066484153,0.2755,1.4718424698375165
9,0.2825,1.4596324101053177,0.29575,1.4499691995158792
10,0.3125,1.4326200678758323,0.29125,1.4418110289983452
11,0.30425,1.4304198527932166,0.30775,1.4248183704912663
12,0.321,1.4148371585980057,0.3075,1.4261047891490162
13,0.322,1.4016397504583,0.33125,1.3996101610474287
14,0.3195,1.394376097328961,0.3115,1.4054798451885582
15,0.33225,1.3830190808661282,0.3565,1.3588787425607443
16,0.35125,1.3460758923888207,0.35125,1.3457842052988709
17,0.354,1.3323469512276351,0.34825,1.3600508561301976
18,0.369,1.3172797191180288,0.365,1.3067643448933959
19,0.37125,1.2952585571557282,0.375,1.2935278482474386
20,0.38425,1.265736505517736,0.37825,1.2726623998926951
21,0.398,1.2467137871328742,0.39875,1.2540621264595537
22,0.41325,1.2048481492148713,0.40525,1.219274937878363
23,0.4225,1.1979999379329382,0.41325,1.1943521621581168
24,0.43675,1.18119915381819,0.4265,1.1736959060207008
25,0.43575,1.1581090630088002,0.425,1.165039320120588
26,0.43875,1.1324437942365184,0.4295,1.1421858932506292
27,0.448,1.1147571984957905,0.44675,1.0952418520832434
28,0.4665,1.074291285894811,0.45275,1.0693463623672723
29,0.4695,1.054469270883128,0.46525,1.0511198223109823
30,0.47075,1.020560463236645,0.48025,1.0242210091464221
31,0.49575,0.9884341983133927,0.49325,0.9928124862536788
32,0.497,0.9750970405060798,0.5025,0.9679331248179078
33,0.51625,0.9482298258147203,0.51325,0.954904004976619
34,0.51975,0.9296999393356964,0.51775,0.928625442907447
35,0.52975,0.9014090069979429,0.52325,0.9047274910118431
36,0.53325,0.8906734731658362,0.53875,0.8880424354723655
37,0.54275,0.8626450638584793,0.537,0.8670675777345895
38,0.5585,0.8405587945282459,0.56175,0.8461185042290017
39,0.57825,0.8222984885396436,0.561,0.8288527914672159
40,0.58025,0.8040237263601739,0.57925,0.8073683406652417
41,0.588,0.7826704075143207,0.59375,0.7950021719015203
42,0.60825,0.7617670176087413,0.6135,0.7627048468664288
43,0.5955,0.7476561534376815,0.6065,0.75668366548419
44,0.614,0.7312632796713151,0.61725,0.7335962545792573
45,0.62725,0.7166052348549711,0.634,0.7012699571870035
46,0.647,0.6816975778522901,0.647,0.6982738116560504
