Grandeza,Condicao,0,1,2,3,4,5,6,7,8,9
ER,disart,0.051789545385296426,0.0523719126773361,0.04837667063859309,0.04646801731644216,0.058440141495135864,0.04989977598662269,0.059758088735612155,0.04781634006255149,0.06260364986262866,0.05193799641526611
ER,malleusfix,0.06061335832986333,0.040919457897343366,0.05666919971114643,0.05524808812283231,0.055411204333076475,0.05262332625260313,0.04974888244097526,0.05361624668402514,0.0498019116033255,0.04819461305741846
ER,normal,0.20166883481427933,0.21698881754199914,0.1820715253784141,0.1923949699875432,0.18989005532896405,0.19409362744526146,0.19415533203604024,0.2067175913272088,0.1954186714295718,0.21065616044922314
ER,stapesfix,0.23285072470790674,0.2476228704244176,0.2651618217506475,0.24694765644174577,0.24051400110247068,0.22827119745586685,0.24300478398097936,0.24566677869136425,0.24196297736235,0.2272906401150185
ER,All,0.13673061580933646,0.13947576463527406,0.1380698043697003,0.13526468296714086,0.13606385056491177,0.13122198178508854,0.13666677179840175,0.1384542391912874,0.137446802564469,0.13451985250923157
Hfp,malleusfix,0.194087551136348,0.20421074355201643,0.20514567323254423,0.19142928939487922,0.1872380504073608,0.20344981590260694,0.19863772984486872,0.19230762807557103,0.1852498158323551,0.19976991584405113
Hfp,normal,0.31878059167133604,0.3177615471839837,0.30721654952420757,0.32337146251488663,0.31164119316251254,0.2984291763466614,0.2993143617086221,0.3151217682498677,0.30701116292269653,0.29786207818386945
Hfp,stapesfix,0.07203902640761604,0.07071437386872105,0.0653563156178513,0.07124262478970282,0.06562865278596405,0.06208722661424718,0.07150979062286936,0.06695417549381935,0.07285376053854548,0.07502401205505113
Hfp,All,0.1949690564051,0.19756222153490707,0.1925728461248677,0.1953477922331562,0.18816929878527913,0.18798873962117182,0.18982062739212005,0.19146119060641933,0.18837157976453237,0.1908853353609906
Humbo,disart,0.23834716135729617,0.21394380234888288,0.2550919736568326,0.23429583074959517,0.22788967052737594,0.25458834169072053,0.21361722350453852,0.23593842260729914,0.2305834498521025,0.2508544591244666
Humbo,malleusfix,0.25555847027695794,0.25423024025700797,0.28395810145067013,0.27338059293578615,0.2789161851894277,0.27342122251681156,0.27376027908059053,0.2872554998605832,0.2807032217936692,0.28272137746663234
Humbo,normal,0.6081931151291903,0.6341617334876155,0.6499835301246414,0.5896857841260603,0.6195582508552747,0.6527511942936811,0.6400947996298566,0.5875597788602845,0.6431754630444072,0.5877458026325949
Humbo,stapesfix,0.6413420144323216,0.6694943009513734,0.6176850154125575,0.6714519529957873,0.6836085419822413,0.6217832318218954,0.6438351175585079,0.6723848407846268,0.6564799272059297,0.6518566570250766
Humbo,All,0.4358601902989415,0.44295751926121996,0.4516796551611754,0.4422035402018073,0.45249316213857993,0.45063599758077716,0.44282685494337337,0.44578463552819847,0.45273551547402713,0.44329457406219264
Zme,disart,0.14763283122657136,0.16662376508445953,0.1543069760215655,0.15741408795491582,0.1564517745476786,0.18423274580519758,0.16592936261783423,0.151312143385817,0.14774166893798268,0.15859541341961408
Zme,malleusfix,0.11008967329283541,0.12102694573703542,0.12232961601852185,0.11918773296478331,0.12924225070206422,0.1271412048704452,0.11619944384415193,0.11683613937975852,0.12392567181596467,0.1441178543078365
Zme,normal,0.4642940688474805,0.48557343237932193,0.44251105894666487,0.4924366391686589,0.43888113121002503,0.42942288944118356,0.4584825307843485,0.43189044640731294,0.42388837427855175,0.4577021791077727
Zme,stapesfix,0.4606771038507527,0.43498286427796073,0.4596044688567283,0.4336995464823688,0.5022856438723646,0.46071663268641627,0.4468089443721272,0.5075829685646563,0.47485341789962593,0.43590438470845083
Zme,All,0.29567341930441,0.3020517518696944,0.2946880299608701,0.3006845016426817,0.3067152000830331,0.30037836820081065,0.29685507040461545,0.30190542443438617,0.2926022832330313,0.29907995788591857
