1.4869e-05	1.5579e-05	1.6324e-05	1.7104e-05	1.7921e-05	1.8778e-05	1.9677e-05	2.0618e-05	2.1606e-05	2.2641e-05	2.3726e-05	2.4864e-05	2.6058e-05	2.731e-05	2.8623e-05	3.0001e-05	3.1447e-05	3.2964e-05	3.4556e-05	3.6227e-05	3.7982e-05	3.9825e-05	4.1761e-05	4.3795e-05	4.5933e-05	4.8181e-05	5.0544e-05	5.3031e-05	5.5649e-05	5.8405e-05	6.1308e-05	6.4369e-05	6.7597e-05	7.1003e-05	7.46e-05	7.8402e-05	8.2423e-05	8.668e-05	9.119e-05	9.5975e-05	0.00010106	0.00010646	0.00011221	0.00011834	0.00012488	0.00013188	0.00013937	0.00014741	0.00015604	0.00016532	0.00017532	0.0001861	0.00019774	0.00021028	0.0002238	0.00023832	0.00025383	0.00027025	0.00028737	0.00030482	0.00032197	0.00033788	0.0003513	0.00036075	0.0003648	0.00036242	0.0003534	0.00033846	0.00031903	0.00029692	0.00027385	0.00025132	0.0002305	0.00021239	0.00019785	0.00018771	0.00018278	0.00018372	0.00019087	0.00020416	0.00022298	0.00024612	0.00027152	0.00029602	0.00031558	0.00032629	0.00032604	0.00031551	0.00029745	0.00027513	0.0002512	0.0002274	0.00020482	0.00018433	0.00016726	0.00015641	0.00015738	0.00017802	0.00022078	0.00026763
2.5471e-05	2.669e-05	2.7967e-05	2.9307e-05	3.0711e-05	3.2184e-05	3.3728e-05	3.5348e-05	3.7046e-05	3.8828e-05	4.0698e-05	4.266e-05	4.4718e-05	4.6879e-05	4.9148e-05	5.153e-05	5.4031e-05	5.666e-05	5.9421e-05	6.2324e-05	6.5376e-05	6.8587e-05	7.1965e-05	7.5521e-05	7.9266e-05	8.3213e-05	8.7374e-05	9.1763e-05	9.6397e-05	0.00010129	0.00010647	0.00011194	0.00011775	0.0001239	0.00013043	0.00013737	0.00014475	0.00015262	0.00016102	0.00017001	0.00017963	0.00018996	0.00020106	0.00021303	0.00022595	0.00023994	0.00025511	0.0002716	0.00028954	0.00030909	0.00033038	0.00035353	0.0003786	0.00040551	0.00043398	0.00046336	0.0004925	0.00051952	0.00054182	0.00055636	0.00056035	0.00055236	0.00053307	0.00050517	0.00047255	0.00043922	0.00040867	0.00038372	0.00036653	0.00035866	0.00036087	0.00037287	0.00039298	0.00041802	0.00044331	0.00046345	0.00047379	0.0004721	0.00045923	0.00043813	0.00041226	0.00038446	0.00035666	0.00032993	0.00030477	0.00028135	0.00025962	0.00023944	0.00022064	0.00020302	0.00018639	0.00017053	0.00015527	0.00014042	0.00012584	0.0001115	9.7756e-05	8.6143e-05	8.1529e-05	9.4635e-05
2.2936e-05	2.4028e-05	2.5171e-05	2.6368e-05	2.7622e-05	2.8936e-05	3.0312e-05	3.1754e-05	3.3264e-05	3.4845e-05	3.6501e-05	3.8236e-05	4.0053e-05	4.1955e-05	4.3947e-05	4.6034e-05	4.8218e-05	5.0506e-05	5.2901e-05	5.5408e-05	5.8033e-05	6.0781e-05	6.3656e-05	6.6665e-05	6.9814e-05	7.3108e-05	7.6554e-05	8.0157e-05	8.3924e-05	8.7861e-05	9.1974e-05	9.627e-05	0.00010075	0.00010543	0.00011031	0.00011539	0.00012068	0.00012618	0.00013189	0.00013781	0.00014393	0.00015026	0.00015678	0.00016347	0.00017031	0.00017728	0.00018435	0.00019146	0.00019856	0.00020558	0.00021245	0.00021907	0.00022533	0.00023112	0.00023631	0.00024076	0.00024435	0.00024694	0.00024843	0.00024873	0.00024777	0.00024555	0.00024206	0.00023737	0.00023157	0.00022478	0.00021717	0.00020891	0.00020021	0.0001913	0.00018247	0.00017404	0.00016642	0.00016014	0.00015588	0.00015449	0.00015703	0.00016472	0.00017891	0.00020115	0.00023338	0.00027824	0.00033917	0.00041937	0.00051624	0.00060666	0.00064167	0.00060014	0.00052023	0.00044009	0.00037254	0.00031785	0.00027338	0.00023661	0.0002058	0.00018037	0.00016146	0.00015334	0.00016395	0.0001986
1.6524e-05	1.7314e-05	1.8142e-05	1.901e-05	1.992e-05	2.0875e-05	2.1875e-05	2.2924e-05	2.4024e-05	2.5178e-05	2.6389e-05	2.7658e-05	2.899e-05	3.0388e-05	3.1855e-05	3.3395e-05	3.5011e-05	3.6709e-05	3.8492e-05	4.0365e-05	4.2334e-05	4.4404e-05	4.658e-05	4.8869e-05	5.1278e-05	5.3815e-05	5.6487e-05	5.9303e-05	6.2273e-05	6.5407e-05	6.8717e-05	7.2214e-05	7.5914e-05	7.9831e-05	8.3982e-05	8.8386e-05	9.3065e-05	9.8043e-05	0.00010335	0.00010901	0.00011506	0.00012154	0.0001285	0.00013599	0.00014407	0.00015282	0.00016231	0.00017264	0.00018394	0.00019634	0.00020999	0.0002251	0.00024189	0.00026061	0.00028157	0.00030508	0.00033145	0.00036091	0.00039345	0.00042855	0.00046472	0.00049891	0.0005262	0.00054048	0.0005369	0.00051479	0.00047836	0.00043415	0.00038806	0.00034389	0.00030354	0.00026769	0.00023639	0.0002095	0.00018684	0.00016839	0.00015423	0.00014457	0.00013959	0.00013927	0.00014329	0.00015097	0.00016137	0.00017336	0.00018563	0.00019677	0.00020532	0.00021004	0.00021021	0.00020648	0.00020328	0.00021981	0.00034246	0.001068	0.00081767	0.00047367	0.00035961	0.00030127	0.00026401	0.00023702
1.32e-05	1.383e-05	1.449e-05	1.5181e-05	1.5905e-05	1.6664e-05	1.7459e-05	1.8293e-05	1.9167e-05	2.0082e-05	2.1042e-05	2.2047e-05	2.3102e-05	2.4207e-05	2.5365e-05	2.658e-05	2.7853e-05	2.9188e-05	3.0588e-05	3.2056e-05	3.3596e-05	3.5211e-05	3.6905e-05	3.8683e-05	4.0548e-05	4.2506e-05	4.4561e-05	4.6719e-05	4.8984e-05	5.1364e-05	5.3864e-05	5.6491e-05	5.9253e-05	6.2157e-05	6.5211e-05	6.8425e-05	7.1809e-05	7.5372e-05	7.9126e-05	8.3084e-05	8.7258e-05	9.1664e-05	9.6317e-05	0.00010123	0.00010643	0.00011194	0.00011776	0.00012394	0.00013049	0.00013745	0.00014484	0.0001527	0.00016106	0.00016996	0.00017943	0.00018951	0.00020023	0.00021161	0.00022367	0.00023638	0.0002497	0.00026355	0.00027775	0.00029207	0.00030616	0.00031957	0.00033175	0.00034216	0.00035032	0.00035597	0.00035922	0.00036057	0.0003609	0.00036126	0.00036262	0.00036564	0.00037045	0.00037651	0.00038269	0.00038742	0.0003891	0.00038647	0.00037901	0.00036698	0.00035123	0.00033292	0.00031316	0.00029286	0.0002727	0.00025314	0.00023445	0.00021683	0.00020046	0.00018557	0.00017259	0.0001623	0.00015598	0.00015552	0.00016281	0.00017822
2.0845e-05	2.184e-05	2.2883e-05	2.3977e-05	2.5123e-05	2.6324e-05	2.7583e-05	2.8903e-05	3.0287e-05	3.1738e-05	3.3259e-05	3.4854e-05	3.6527e-05	3.8282e-05	4.0122e-05	4.2053e-05	4.4078e-05	4.6204e-05	4.8434e-05	5.0776e-05	5.3234e-05	5.5815e-05	5.8526e-05	6.1374e-05	6.4366e-05	6.7512e-05	7.0818e-05	7.4296e-05	7.7956e-05	8.1807e-05	8.5861e-05	9.0132e-05	9.4633e-05	9.9377e-05	0.00010438	0.00010966	0.00011524	0.00012113	0.00012736	0.00013394	0.00014091	0.00014828	0.00015608	0.00016434	0.00017309	0.00018234	0.00019212	0.00020244	0.0002133	0.00022469	0.00023658	0.0002489	0.00026152	0.00027426	0.00028688	0.000299	0.00031015	0.00031975	0.00032714	0.00033165	0.00033265	0.00032972	0.00032272	0.00031186	0.00029767	0.00028094	0.00026267	0.00024395	0.000226	0.00021027	0.00019854	0.0001931	0.00019671	0.00021242	0.00024345	0.00029407	0.00037177	0.0004918	0.00068742	0.001031	0.0015846	0.0017257	0.0012383	0.000882	0.00067386	0.00054308	0.00045382	0.00038874	0.00033882	0.00029897	0.00026615	0.00023844	0.00021458	0.0001938	0.0001756	0.00015985	0.00014674	0.00013688	0.00013134	0.00013137
2.1397e-05	2.2417e-05	2.3485e-05	2.4605e-05	2.5778e-05	2.7007e-05	2.8295e-05	2.9644e-05	3.1058e-05	3.254e-05	3.4092e-05	3.5719e-05	3.7424e-05	3.9211e-05	4.1083e-05	4.3045e-05	4.5102e-05	4.7257e-05	4.9517e-05	5.1885e-05	5.4367e-05	5.6969e-05	5.9696e-05	6.2555e-05	6.5553e-05	6.8695e-05	7.199e-05	7.5444e-05	7.9065e-05	8.2862e-05	8.6843e-05	9.1016e-05	9.5391e-05	9.9976e-05	0.00010478	0.00010982	0.00011509	0.00012062	0.0001264	0.00013245	0.00013877	0.00014536	0.00015224	0.00015941	0.00016684	0.00017455	0.00018251	0.00019069	0.00019906	0.00020756	0.00021614	0.00022468	0.0002331	0.00024124	0.00024895	0.00025603	0.00026229	0.00026749	0.00027143	0.00027389	0.00027471	0.00027377	0.00027101	0.00026644	0.00026014	0.00025227	0.000243	0.00023257	0.00022121	0.00020915	0.00019663	0.00018388	0.00017113	0.00015865	0.00014678	0.00013596	0.00012686	0.00012049	0.00011822	0.00012181	0.00013318	0.00015437	0.00018805	0.0002389	0.00031639	0.0004406	0.00065323	0.00098043	0.0010598	0.00076794	0.0005433	0.00040775	0.00032049	0.00026015	0.00021753	0.00019068	0.00018322	0.00020029	0.00023776	0.00027485
1.6306e-05	1.7086e-05	1.7903e-05	1.876e-05	1.9658e-05	2.06e-05	2.1587e-05	2.2622e-05	2.3708e-05	2.4847e-05	2.6041e-05	2.7294e-05	2.8609e-05	2.9988e-05	3.1436e-05	3.2955e-05	3.4551e-05	3.6226e-05	3.7986e-05	3.9835e-05	4.1778e-05	4.3821e-05	4.5969e-05	4.8229e-05	5.0607e-05	5.3111e-05	5.5749e-05	5.8529e-05	6.1461e-05	6.4556e-05	6.7824e-05	7.1278e-05	7.4932e-05	7.8802e-05	8.2904e-05	8.7257e-05	9.1883e-05	9.6805e-05	0.00010205	0.00010765	0.00011365	0.00012007	0.00012698	0.00013442	0.00014245	0.00015116	0.00016064	0.00017098	0.00018233	0.00019483	0.00020867	0.00022409	0.00024137	0.00026087	0.00028303	0.00030839	0.00033763	0.00037151	0.0004109	0.00045651	0.00050845	0.00056508	0.00062104	0.00066511	0.00068189	0.00066118	0.00060776	0.00053736	0.00046464	0.0003976	0.00033887	0.00028843	0.00024532	0.00020853	0.00017732	0.00015141	0.00013122	0.0001179	0.00011319	0.00011841	0.00013365	0.00015801	0.00019064	0.00023099	0.00027813	0.00032919	0.00037705	0.00041004	0.00041813	0.00040246	0.00037563	0.00035387	0.00035137	0.00037147	0.00039299	0.00038849	0.0003605	0.00032563	0.00029292	0.00026467
2.1358e-05	2.2376e-05	2.3443e-05	2.4561e-05	2.5732e-05	2.6959e-05	2.8245e-05	2.9592e-05	3.1004e-05	3.2484e-05	3.4034e-05	3.5659e-05	3.7362e-05	3.9147e-05	4.1018e-05	4.2978e-05	4.5034e-05	4.7188e-05	4.9446e-05	5.1814e-05	5.4296e-05	5.6898e-05	5.9627e-05	6.2489e-05	6.5491e-05	6.8638e-05	7.194e-05	7.5404e-05	7.9039e-05	8.2852e-05	8.6854e-05	9.1054e-05	9.5462e-05	0.00010009	0.00010495	0.00011005	0.00011541	0.00012104	0.00012695	0.00013315	0.00013967	0.00014652	0.0001537	0.00016125	0.00016916	0.00017745	0.00018613	0.0001952	0.00020466	0.00021451	0.00022473	0.00023527	0.00024609	0.00025711	0.00026823	0.00027929	0.00029012	0.0003005	0.00031016	0.00031881	0.00032615	0.00033188	0.00033575	0.0003376	0.00033734	0.00033501	0.00033078	0.00032487	0.0003176	0.0003093	0.00030027	0.0002908	0.00028114	0.00027147	0.00026192	0.00025257	0.00024347	0.00023463	0.00022605	0.0002177	0.00020956	0.00020157	0.00019369	0.0001859	0.00017815	0.00017043	0.00016271	0.00015499	0.00014734	0.00013983	0.00013272	0.00012644	0.00012193	0.00012096	0.00012678	0.00014472	0.00018223	0.00024683	0.00033081	0.00037867
1.9001e-05	1.991e-05	2.0862e-05	2.1861e-05	2.2908e-05	2.4005e-05	2.5156e-05	2.6363e-05	2.7629e-05	2.8957e-05	3.035e-05	3.1811e-05	3.3344e-05	3.4953e-05	3.6642e-05	3.8415e-05	4.0277e-05	4.2232e-05	4.4286e-05	4.6445e-05	4.8714e-05	5.1099e-05	5.3608e-05	5.6249e-05	5.9029e-05	6.1956e-05	6.5042e-05	6.8295e-05	7.1727e-05	7.5351e-05	7.918e-05	8.323e-05	8.7516e-05	9.2058e-05	9.6877e-05	0.00010199	0.00010744	0.00011324	0.00011942	0.00012604	0.00013313	0.00014073	0.00014892	0.00015776	0.00016733	0.00017773	0.00018907	0.00020148	0.00021514	0.00023024	0.00024703	0.00026581	0.00028697	0.00031095	0.00033836	0.00036991	0.00040646	0.00044899	0.00049847	0.00055542	0.00061894	0.00068469	0.00074212	0.00077396	0.00076437	0.0007127	0.00063504	0.00055044	0.00047074	0.00040055	0.00034046	0.00028958	0.00024684	0.00021155	0.00018364	0.00016391	0.00015384	0.00015496	0.00016781	0.00019163	0.00022497	0.00026599	0.00031172	0.00035675	0.00039262	0.00041074	0.00040846	0.00039195	0.00037253	0.00036166	0.00036669	0.00038464	0.00039941	0.00039571	0.00037435	0.00034509	0.00031523	0.00028784	0.00026366	0.00024253
