epoch,accuracy,loss,val_accuracy,val_loss
0,0.3343333333333333,1.2921179627428452,0.342,1.2394956020191312
1,0.371,1.1995698908716441,0.3616666666666667,1.2054395624299845
2,0.38333333333333336,1.1643003623485566,0.3516666666666667,1.1844858768830697
3,0.38166666666666665,1.1593385866731405,0.3606666666666667,1.1595337522377571
4,0.38166666666666665,1.132787305921316,0.37466666666666665,1.150022594620784
5,0.39166666666666666,1.1305421159317095,0.367,1.1485160656124354
6,0.38233333333333336,1.1215836178114016,0.3596666666666667,1.154942797591289
7,0.38666666666666666,1.1199224633226792,0.365,1.1357465953876575
8,0.3863333333333333,1.121565865188837,0.36766666666666664,1.1445965312918027
9,0.4026666666666667,1.1112795353333156,0.37833333333333335,1.1240692820598681
10,0.4096666666666667,1.0996514678051075,0.388,1.1247263193130492
11,0.412,1.0976054939851165,0.3893333333333333,1.1159509225090345
12,0.434,1.0790764323771,0.38533333333333336,1.1263170840144157
13,0.41233333333333333,1.097264460965991,0.4096666666666667,1.1082382318178812
14,0.425,1.0791637442906699,0.4073333333333333,1.1027326419105132
15,0.43066666666666664,1.0760213238696257,0.4093333333333333,1.1090518889576197
16,0.43566666666666665,1.068111447006464,0.409,1.1017137580364942
17,0.45366666666666666,1.0522496939723691,0.4186666666666667,1.1130938608571888
18,0.45066666666666666,1.0613479730188846,0.417,1.1016715501447518
19,0.44966666666666666,1.0595578492631514,0.439,1.0755670689716934
20,0.4503333333333333,1.0434538601363699,0.422,1.0843190042674542
21,0.471,1.03939936517179,0.449,1.074625027189652
22,0.464,1.0329286124085386,0.445,1.0654850272635619
23,0.484,1.0207927185321848,0.43333333333333335,1.0717746658598384
24,0.49466666666666664,1.0045075526038805,0.467,1.0450276035492618
25,0.49133333333333334,1.0058111760169268,0.4696666666666667,1.050003372443219
26,0.5,0.9916618726936479,0.471,1.0377925300349793
27,0.512,0.9928447518224518,0.4656666666666667,1.036942561926941
28,0.5156666666666667,0.982713635403663,0.49533333333333335,1.009538962163031
29,0.5236666666666666,0.9730041691226264,0.501,1.0018922682876388
30,0.5306666666666666,0.9590968112125993,0.519,0.9881467263599237
31,0.554,0.9388617068280777,0.5173333333333333,0.9820635772881409
32,0.549,0.9373449592292309,0.515,0.9746567488983273
33,0.557,0.9282162978115182,0.543,0.9498823756830146
34,0.5646666666666667,0.9217318280562758,0.5466666666666666,0.9528940395154059
35,0.5896666666666667,0.8824082082156092,0.543,0.9377111806987475
36,0.583,0.8868321450203657,0.563,0.9229473048703124
37,0.5866666666666667,0.8803712518423175,0.5596666666666666,0.9246456552116821
38,0.6173333333333333,0.8450557898987705,0.5743333333333334,0.8943133323937654
39,0.6193333333333333,0.8346979140817808,0.5813333333333334,0.886836394138479
40,0.6286666666666667,0.8284570866258194,0.5986666666666667,0.8648127131583169
41,0.6446666666666667,0.8106848949997997,0.612,0.8353934061148515
42,0.6413333333333333,0.7925421007749004,0.6083333333333333,0.8415290488131966
43,0.6463333333333333,0.7831999788444178,0.6176666666666667,0.8227076166331148
44,0.6543333333333333,0.7595218694110711,0.6403333333333333,0.8061003821576014
45,0.6713333333333333,0.7372054663804981,0.639,0.7928532220590859
46,0.6826666666666666,0.7277994519812055,0.6543333333333333,0.7863479637497415
47,0.698,0.7039566960041411,0.649,0.7737968266170161
48,0.6956666666666667,0.7002939399673292,0.66,0.755329574582167
49,0.7133333333333334,0.6754639804749749,0.669,0.7403462659443418
50,0.7146666666666667,0.6645412665184898,0.6783333333333333,0.7312147031809436
51,0.7186666666666667,0.6517164880366375,0.6966666666666667,0.7012771233499516
52,0.73,0.634988632902503,0.6986666666666667,0.6933766976882083
53,0.733,0.614753747010914,0.6933333333333334,0.6801010872195863
54,0.7516666666666667,0.5991588147786291,0.7073333333333334,0.6629431907240069
55,0.7393333333333333,0.6045547960431625,0.7146666666666667,0.6493828565280418
56,0.746,0.5931977129498845,0.7146666666666667,0.6554085020968924
57,0.766,0.5718268374024386,0.7263333333333334,0.6231472689623478
58,0.7766666666666666,0.5504567714043466,0.721,0.6359990272374707
59,0.769,0.5482104330902221,0.731,0.6080766983742361
60,0.7763333333333333,0.5449551358325407,0.7433333333333333,0.6084800512758471
61,0.78,0.5254254065738254,0.7503333333333333,0.585851772435184
62,0.7826666666666666,0.5306240430424999,0.7573333333333333,0.5941832675688201
63,0.795,0.5032053408967914,0.7593333333333333,0.5692536390677948
64,0.8043333333333333,0.4854800302994748,0.763,0.5713176365401014
65,0.8046666666666666,0.4896504712695993,0.7646666666666667,0.5515508474405797
66,0.8103333333333333,0.4715361098086578,0.776,0.5433771398919574
67,0.799,0.47917651682608026,0.7716666666666666,0.5420298780792995
68,0.809,0.47934893739649365,0.7816666666666666,0.5338701654497806
69,0.8163333333333334,0.45488750114150756,0.7873333333333333,0.5334144772588394
70,0.8276666666666667,0.43673085167897807,0.772,0.5332925778844316
71,0.8196666666666667,0.4439268719620304,0.7883333333333333,0.5150443793571806
72,0.821,0.4437890908888342,0.7883333333333333,0.5045801254871572
73,0.8286666666666667,0.4244874548582181,0.784,0.5168399620425189
74,0.83,0.4259482181672259,0.7823333333333333,0.5145472450305096
75,0.8293333333333334,0.41971487454242984,0.807,0.4724654655595174
76,0.836,0.41269684881657787,0.794,0.5003510046499456
77,0.8323333333333334,0.4062565213236012,0.7993333333333333,0.48630373954056993
78,0.8343333333333334,0.40984529165600786,0.7996666666666666,0.4888633437999451
79,0.8423333333333334,0.3844450444208536,0.8033333333333333,0.47414400080185565
80,0.844,0.39703382580917607,0.805,0.47923541886393894
81,0.8456666666666667,0.3774160055063015,0.8116666666666666,0.4679070446802604
82,0.85,0.3705249185065404,0.806,0.47048321063148857
83,0.8506666666666667,0.3731625242166047,0.819,0.4468548708333692
84,0.8516666666666667,0.3722580640774298,0.8243333333333334,0.44435580734843944
85,0.853,0.3749277714797354,0.82,0.44433826491468303
86,0.8563333333333333,0.34799717922938117,0.8143333333333334,0.44262402348607427
87,0.861,0.35550043413597815,0.8196666666666667,0.44199011291649487
88,0.848,0.37701469283269157,0.8163333333333334,0.44973434752639513
89,0.8553333333333333,0.35356584595709256,0.816,0.4498736282320254
90,0.871,0.33518389610772525,0.8203333333333334,0.4393022083530559
91,0.8643333333333333,0.3517944496458179,0.8193333333333334,0.43339207761789234
92,0.8673333333333333,0.3402773029813652,0.826,0.4480967071586638
93,0.863,0.34556870126474165,0.8343333333333334,0.4130131716332277
94,0.8713333333333333,0.33771930387471,0.8343333333333334,0.41267441642983854
95,0.8633333333333333,0.3341160098578081,0.837,0.42530130948944983
96,0.8706666666666667,0.3344962085176703,0.83,0.4236224187740572
97,0.8633333333333333,0.3348662745194542,0.8283333333333334,0.43341337601284036
98,0.8756666666666667,0.32313279015530677,0.8336666666666667,0.4088468048159736
99,0.8776666666666667,0.32207138397918367,0.8376666666666667,0.4157285643549135
100,0.8763333333333333,0.3137724225961495,0.849,0.39669348141290556
101,0.8703333333333333,0.3293595727826469,0.8353333333333334,0.41947496624415664
102,0.879,0.31480375756128826,0.8446666666666667,0.4008049014638265
103,0.886,0.30538154422021613,0.847,0.41124848554193705
104,0.8703333333333333,0.3183589381293571,0.8416666666666667,0.4116463439272669
105,0.8833333333333333,0.30588206604269635,0.843,0.41432542745522766
106,0.872,0.3107768529180121,0.8463333333333334,0.38584910672673295
107,0.8783333333333333,0.30805318072169513,0.842,0.4125447201519558
108,0.877,0.31863561573106924,0.8433333333333334,0.3989642163515321
109,0.888,0.2923811997066338,0.8376666666666667,0.4141719914766807
110,0.883,0.2913031993112717,0.8303333333333334,0.40339074240966116
111,0.888,0.30196479996269804,0.8463333333333334,0.3916331426745005
112,0.884,0.2981313371717774,0.85,0.3858603243118511
113,0.8816666666666667,0.3085389779656131,0.8476666666666667,0.39044907913597476
114,0.8883333333333333,0.2995948770941248,0.8543333333333333,0.37923407255298086
115,0.888,0.29343052211615417,0.8533333333333334,0.3774616615993136
116,0.8796666666666667,0.30410481668339523,0.8496666666666667,0.4025622794080253
117,0.8916666666666667,0.29041681730473345,0.8523333333333334,0.39468770186988
118,0.8856666666666667,0.2885778953230935,0.8403333333333334,0.39757875223085165
119,0.8803333333333333,0.28985666571241747,0.8483333333333334,0.4058341883455593
120,0.887,0.27773143977994286,0.843,0.3852457661144475
121,0.8903333333333333,0.28707921403224523,0.8383333333333334,0.40158537161288194
122,0.8936666666666667,0.2776837701076526,0.847,0.383457803456532
123,0.8956666666666667,0.28442653598085843,0.8476666666666667,0.3877083871262136
124,0.888,0.28633127112302587,0.85,0.39132392560900303
125,0.8863333333333333,0.2769994958768623,0.8553333333333333,0.373000806465241
126,0.895,0.27725365579334743,0.855,0.3881664091662357
127,0.8846666666666667,0.277390883288635,0.8476666666666667,0.3964713623863372
128,0.8933333333333333,0.27126936891364606,0.853,0.38323363550705836
129,0.8963333333333333,0.2805666412551239,0.8573333333333333,0.37058286957452885
130,0.9016666666666666,0.25418143038321317,0.8603333333333333,0.3692215246337344
131,0.9013333333333333,0.27066354197162884,0.8536666666666667,0.36175608444057683
132,0.906,0.2511133254117993,0.857,0.3787613480923472
133,0.8963333333333333,0.2639436573477743,0.853,0.3804806423837666
134,0.9056666666666666,0.2600496466535567,0.86,0.34782767792155816
135,0.888,0.279875244448743,0.8493333333333334,0.3712602761500607
136,0.9063333333333333,0.258781189771889,0.8553333333333333,0.3660628595797524
137,0.8916666666666667,0.279699932117565,0.8526666666666667,0.37864477178543454
138,0.894,0.27419545357357833,0.857,0.35685130107331436
139,0.8986666666666666,0.2577613725699845,0.866,0.3492956969550919
140,0.9023333333333333,0.25317143867363895,0.858,0.3629404323416423
141,0.9046666666666666,0.24827006187967743,0.863,0.36009232407030184
142,0.8996666666666666,0.24382366711445214,0.851,0.4011903776825266
143,0.895,0.2757677724202565,0.8643333333333333,0.35946848783842794
144,0.9026666666666666,0.2524628884919754,0.8566666666666667,0.3558010486374504
145,0.9013333333333333,0.247397123008696,0.8526666666666667,0.3707519881142704
146,0.8983333333333333,0.25730003775396143,0.8603333333333333,0.3652378899582356
147,0.895,0.26100792695215586,0.8566666666666667,0.362978508242911
148,0.8936666666666667,0.25918161624645625,0.8606666666666667,0.3630325457218546
149,0.9126666666666666,0.23770970449851916,0.8656666666666667,0.358551374767661
150,0.9056666666666666,0.2551731464631506,0.8623333333333333,0.3613373078115787
151,0.8993333333333333,0.2477650946252761,0.8556666666666667,0.3856056599684025
152,0.905,0.24653855497916477,0.861,0.3717603361467166
153,0.904,0.24116238215917793,0.8626666666666667,0.3560715264188869
154,0.9093333333333333,0.24752740291608005,0.873,0.33951497012220433
155,0.9073333333333333,0.2359014138447231,0.863,0.35245220721012843
156,0.9026666666666666,0.24017511193659052,0.8683333333333333,0.3468741312373597
157,0.8996666666666666,0.2519427603377478,0.8556666666666667,0.3774422484899251
158,0.9003333333333333,0.25098729262431635,0.8663333333333333,0.3494970855174976
